Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,_version:1,_order:25,Data class,Data type,Answers,units
691d3046-bdfa-4a5c-8827-173b0a2e78a6,,"Cornea, Right Eye, Abnormal",,The status of abnormal cornea,,,Question,Coded,Abrations;Punctate epithelial erosions;Central macular ulcer;Paracentral macular ulcer;Peripheral macular ulcer;Superficial Ulcer;Deep ulcer;Vascularized;Corneal epithelial defect;Corneal Opacity;Corneal Edema;Dendritic keratitis;Geographic keratitis;Discform keratitis;Necrotizing stromal keratitis;Stromal Opacity;Diffuse stromal edema;Necrotized stromal keratitis;Stromal edema with KPS;Descemetocele;Micro cornea;Megalo cornea;Buphthalmos;Haab striae;Keratic Precipiates;Corneal tear;Corneal tear with iris prolapse;Foreign body;Lipid deposit;Corneal Haze;Lasik flap;Corneal graft;Penetrating keratoplasty;Endothelial Keratoplasty;Contact lense;Keratoconnus;Kerato malacia;Peripheral ulceration keratitis;Phlyctenular kerato conjunctivitis;Superficial punctate keratitis;Microcyst;Dellen;Striae;Folds;Anterior staphyloma;Perforated cornea;Iris prolapse;Adherent leucoma;Perilimbal Horner-Trantas dots;Limbal Herbert's pits;Phthisis bulbi;Other
9ecf3055-9524-4e32-a843-7b394c8e3eab,,"Anterior chamber, Left Eye, Normal",,The status of normal anterior chamber,,,Question,Coded,Deep;Quiet;No cells;No flare
cda73949-946c-442f-9ba4-0177eb530ccb,,"Anterior chamber, Right Eye, Normal",,The status of normal anterior chamber,,,Question,Coded,Deep;Quiet;No cells;No flare
07e0be31-76ba-4501-bde6-a48171aa7091,,"Anterior chamber, Left Eye, Abnormal",,The status of abnormal anterior chamber,,,Question,Coded,Shallow;Flat;Hyphaema (Anterior);Hypopyon;Acqueous flare;Acqueous cells;Lens particles in AC;Foreign body;Lens in AC;Other
78f3de6a-e42d-49f3-a5bb-6d9b7ef3231f,,"Anterior chamber, Right Eye, Abnormal",,The status of abnormal anterior chamber,,,Question,Coded,Shallow;Flat;Hyphaema (Anterior);Hypopyon;Acqueous flare;Acqueous cells;Lens particles in AC;Foreign body;Lens in AC;Other
c81811dd-18e1-4a2a-8400-2b02fc86438b,,"Iris, Left Eye, Normal",,The status of normal iris,,,Question,Coded,Normal pigmentation
92192f91-a378-40c6-90aa-0c92880c5d56,,"Iris, Right Eye, Normal",,The status of normal iris,,,Question,Coded,Normal pigmentation
9142f1b4-baac-450d-8cd4-5205e5e0d307,,"Iris, Left Eye, Abnormal",,The status of abnormal iris,,,Question,Coded,Iridodonesis;New vessels;Pupillary membrane;Coloboma;Nodule;Cyst;Posterior synaechiae;Pseudoexfoliation;Sphincter tear;Atrophy;Iris hypoplasia;Irido dialysis;Heterochromia iridis;Other
ff1d3a17-3e57-45c7-a10e-384671737355,,"Iris, Right Eye, Abnormal",,The status of abnormal iris,,,Question,Coded,Iridodonesis;New vessels;Pupillary membrane;Coloboma;Nodule;Cyst;Posterior synaechiae;Pseudoexfoliation;Sphincter tear;Atrophy;Iris hypoplasia;Irido dialysis;Heterochromia iridis;Other
30c9447a-2e9f-4a20-b2e2-def870ac2354,,"Pupil, Left Eye, Normal",,The status of normal pupil,,,Question,Coded,Central;Round;Reactive
