Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,_version:1,_order:24
331c9f98-38d1-4a1d-982c-aebb32f657c2,,Necrotizing stromal keratitis,Necrotizing stromal keratitis,Necrotizing stromal keratitis,Misc,N/A,,,
7ba68465-eb67-49ca-91ee-cc53a3dc1d46,,Stromal Opacity,Stromal Opacity,Stromal Opacity,Misc,N/A,,,
ad900c2b-9887-43c1-a4ee-2d6e886264c2,,Diffuse stromal edema,Diffuse stromal edema,Diffuse stromal edema,Misc,N/A,,,
6ed6f6c5-a791-4b2a-8c8a-4845cde16239,,Necrotized stromal keratitis,Necrotized stromal keratitis,Necrotized stromal keratitis,Misc,N/A,,,
24b67748-3b43-4497-b7b6-29ba3118ac72,,Stromal edema with KPS,Stromal edema with KPS,Stromal edema with KPS,Misc,N/A,,,
54e037c7-fd81-41d1-beea-990372b65fbf,,Micro cornea,Micro cornea,Micro cornea,Misc,N/A,,,
cf966e22-be1b-4d72-8af9-5d1cf59d633f,,Megalo cornea,Megalo cornea,Megalo cornea,Misc,N/A,,,
aa3a4644-93d6-4623-ae65-2b1f073a675a,,Haab striae,Haab striae,Haab striae,Misc,N/A,,,
513232c4-e188-4673-a3af-d5d45c69ecb7,,Keratic Precipiates,Keratic Precipiates,Keratic Precipiates,Misc,N/A,,,
a4b4707d-667d-421b-a3dc-72222b239536,,Corneal tear,Corneal tear,Corneal tear,Misc,N/A,,,
9f7bc1c8-58ac-45e3-ada6-d7abb1b2081f,,Corneal tear with iris prolapse,Corneal tear with iris prolapse,Corneal tear with iris prolapse,Misc,N/A,,,
56073249-00f2-4e51-aff1-3927a482939f,,Lipid deposit,Lipid deposit,Lipid deposit,Misc,N/A,,,
c0a9295b-1157-4d05-b3cd-b372faa081ce,,Corneal Haze,Corneal Haze,Corneal Haze,Misc,N/A,,,
89ff3648-d691-40c5-9e0e-a3c2c4a488c3,,Lasik flap,Lasik flap,Lasik flap,Misc,N/A,,,
2edcc1eb-dc93-465c-86ea-4f14cc994d03,,Corneal graft,Corneal graft,Corneal graft,Misc,N/A,,,
26c48352-2198-40e3-87e7-398a42c7aba4,,Penetrating keratoplasty,Penetrating keratoplasty,Penetrating keratoplasty,Misc,N/A,,,
f83df3cb-1dd1-4881-adc2-e37e0a13ddce,,Endothelial Keratoplasty,Endothelial Keratoplasty,Endothelial Keratoplasty,Misc,N/A,,,
28c2a633-7496-4424-afd3-9d00b0555b50,,Contact lense,Contact lense,Contact lense,Misc,N/A,,,
b54f158a-e726-483f-bdaf-fc3ed856f2e2,,Keratoconnus,Keratoconnus,Keratoconnus,Misc,N/A,,,
e6afe933-7cea-4ad6-8105-c97077cb5ce2,,Kerato malacia,Kerato malacia,Kerato malacia,Misc,N/A,,,
29a2b456-0653-475b-8478-0b53f3cd8deb,,Peripheral ulceration keratitis,Peripheral ulceration keratitis,Peripheral ulceration keratitis,Misc,N/A,,,
ecd1d907-3e67-4942-9117-48b87e230fdb,,Phlyctenular kerato conjunctivitis,Phlyctenular kerato conjunctivitis,Phlyctenular kerato conjunctivitis,Misc,N/A,,,
60bd03ce-2dd8-4d00-bee2-78cacd0ff97f,,Superficial punctate keratitis,Superficial punctate keratitis,Superficial punctate keratitis,Misc,N/A,,,
c14a4c57-bd8b-487a-b765-21738ad19bf9,,Microcyst,Microcyst,Microcyst,Misc,N/A,,,
83b19b19-b834-434c-bad6-3e6f65c25281,,Dellen,Dellen,Dellen,Misc,N/A,,,
724d664c-96f4-41b1-ad02-6503257ab722,,Striae,Striae,Striae,Misc,N/A,,,
47c3a8f1-86c0-4c55-8cfc-bb4be7653188,,Folds,Folds,Folds,Misc,N/A,,,
bebbd70a-4707-430f-b2dd-bfe10a61f9d4,,Anterior staphyloma,Anterior staphyloma,Anterior staphyloma,Misc,N/A,,,
557c26e8-c1cb-47ef-a9a5-6bcf3ae1bc58,,Perforated cornea,Perforated cornea,Perforated cornea,Misc,N/A,,,
eb485ed6-6235-4a19-b555-3ad6b97ad757,,Adherent leucoma,Adherent leucoma,Adherent leucoma,Misc,N/A,,,
43e36f35-e6ec-4e61-9b9a-c6c5eecec6c9,,Perilimbal Horner-Trantas dots,Perilimbal Horner-Trantas dots,Perilimbal Horner-Trantas dots,Misc,N/A,,,
3773c11a-4d32-4dda-9e26-3fd6a7216f54,,Limbal Herbert's pits,Limbal Herbert's pits,Limbal Herbert's pits,Misc,N/A,,,
169bfc5a-bf01-458c-8629-015698528b3c,,Shallow,Shallow,Shallow,Misc,N/A,,,
9adbd5ae-1027-44d4-82f6-4b44a84e7397,,Flat,Flat,Flat,Misc,N/A,,,
248d15d7-aaea-40a7-ac06-212b4b535e91,,Acqueous flare,Acqueous flare,Acqueous flare,Misc,N/A,,,
31d59c27-e6f0-4770-bb2c-b155f02b9359,,Acqueous cells,Acqueous cells,Acqueous cells,Misc,N/A,,,
5824912b-d80f-4811-8e13-5627c13df942,,Lens particles in AC,Lens particles in AC,Lens particles in AC,Misc,N/A,,,
9c1f8d66-e4b4-469b-8691-631bc31c135c,,Lens in AC,Lens in AC,Lens in AC,Misc,N/A,,,
6f3b963e-4d11-4281-9b06-2158b669a1b1,,Iridodonesis,Iridodonesis,Iridodonesis,Misc,N/A,,,
ce967973-214a-4df7-8111-71cd7a3553f8,,New vessels,New vessels,New vessels,Misc,N/A,,,
3decc049-4ab6-432b-9a1e-62b6e957cba9,,Pupillary membrane,Pupillary membrane,Pupillary membrane,Misc,N/A,,,
8bfdc781-2bec-4826-84be-0a6cf2e47b50,,Coloboma,Coloboma,Coloboma,Misc,N/A,,,
75fe54fd-76e8-4ddb-bfe1-e5cb5231d867,,Posterior synaechiae,Posterior synaechiae,Posterior synaechiae,Misc,N/A,,,
426794a3-5990-43bf-97bc-dd9e5ade3e13,,Sphincter tear,Sphincter tear,Sphincter tear,Misc,N/A,,,
28d7c57f-2936-45ef-8c50-750a4572916d,,Iris hypoplasia,Iris hypoplasia,Iris hypoplasia,Misc,N/A,,,
a3995c47-b245-405c-b417-6e6bad795908,,Irido dialysis,Irido dialysis,Irido dialysis,Misc,N/A,,,
8ab25f15-1ec0-4f25-adcd-cf96afaa0b85,,Heterochromia iridis,Heterochromia iridis,Heterochromia iridis,Misc,N/A,,,
e64faed3-dcf9-4a24-b563-cda3080eb8b1,,Non reactive,Non reactive,Non reactive,Misc,N/A,,,
73741a17-f92d-4ac7-a91a-fa3a996ac909,,Dilated,Dilated,Dilated,Misc,N/A,,,
df07ebcc-4874-4460-b157-3d14ba5590f7,,Sluggish,Sluggish,Sluggish,Misc,N/A,,,
2eb6017c-27c0-47fc-a39a-4db770432586,,Pupil size after dilation less than 5mm,Pupil size after dilation less than 5mm,Pupil size after dilation less than 5mm,Misc,N/A,,,
22f263e4-11ee-4ff5-9062-dbe03caa7365,,Pupil size after dilation 6mm,Pupil size after dilation 6mm,Pupil size after dilation 6mm,Misc,N/A,,,
7ef993db-fe7e-435c-b542-d9afe00123d6,,Pupil size after dilation 7mm,Pupil size after dilation 7mm,Pupil size after dilation 7mm,Misc,N/A,,,
5868edbc-1946-4ed3-90f1-17849d9d3a90,,Pupil size after dilation 8mm,Pupil size after dilation 8mm,Pupil size after dilation 8mm,Misc,N/A,,,
9bd77b56-3e86-49bf-a8df-7cc5c5e7508f,,Pupil size after dilation more than 8mm,Pupil size after dilation more than 8mm,Pupil size after dilation more than 8mm,Misc,N/A,,,
b1226f0d-a1d1-4f76-bf2d-b86e6ab87a89,,Mild pseudoexfoliation,Mild pseudoexfoliation,Mild pseudoexfoliation,Misc,N/A,,,
8873822b-37c7-4e6c-a9e2-0edd5e584de1,,Moderate Pseudoexfoliation,Moderate Pseudoexfoliation,Moderate Pseudoexfoliation,Misc,N/A,,,
deeab56d-cbf3-48f8-b1a6-2ea8c28dda04,,Sever Pseudoexfoliation,Sever Pseudoexfoliation,Sever Pseudoexfoliation,Misc,N/A,,,
fbbe2c4a-73e4-418a-9bab-328819957b3f,,Paving stone degeneration,Paving stone degeneration,Paving stone degeneration,Misc,N/A,,,
9b34d108-a188-423c-bc35-95728d505c1c,,Horse shoe tear,Horse shoe tear,Horse shoe tear,Misc,N/A,,,
a14b52ba-d20e-4658-9ce9-a4b2355ef436,,Horse shoe tear with rolled edges,Horse shoe tear with rolled edges,Horse shoe tear with rolled edges,Misc,N/A,,,
364c06a1-d71c-4017-8658-a40760e8d444,,Detached retina,Detached retina,Detached retina,Misc,N/A,,,
d927c071-8c45-432a-972a-aaad6964a126,,Detached retina with SRF,Detached retina with SRF,Detached retina with SRF,Misc,N/A,,,
63a30e15-122b-4597-89a9-b357f0d4982d,,Lattice degeneration,Lattice degeneration,Lattice degeneration,Misc,N/A,,,
30b7cee5-4f1f-4639-b793-02794149b769,,Choroidal tear,Choroidal tear,Choroidal tear,Misc,N/A,,,
aa3b07be-ef9b-41bb-9467-5de6ac6def8e,,Weiss ring,Weiss ring,Weiss ring,Misc,N/A,,,
591775e8-9858-444b-8c53-e82338d51891,,Pre retinal Haemorrhage,Pre retinal Haemorrhage,Pre retinal Haemorrhage,Misc,N/A,,,
51f6f01a-0a24-4542-84f5-044b3d4f10a6,,Flame hemorrhages,Flame hemorrhages,Flame hemorrhages,Misc,N/A,,,
59dc2d4f-ce98-4b0c-a335-ed19d86e2656,,Dot & Blot hemorrhages,Dot & Blot hemorrhages,Dot & Blot hemorrhages,Misc,N/A,,,
c7dab1e7-a2c5-43d2-9da6-e268110b8dc2,,Optic disc infiltration,Optic disc infiltration,Optic disc infiltration,Misc,N/A,,,
86045c9b-4ea8-459c-8c44-0eafacd5b37a,,A-V Nicking,A-V Nicking,A-V Nicking,Misc,N/A,,,
35778627-9084-4f01-a806-7ec2a7c1c579,,Roth Spot,Roth Spot,Roth Spot,Misc,N/A,,,
3526003c-2bfb-400c-8350-d7da71a750bd,,Macular Edema,Macular Edema,Macular Edema,Misc,N/A,,,
56cfc20c-aa78-476d-9901-b21b547f44cf,,Papillitis,Papillitis,Papillitis,Misc,N/A,,,
a40785e0-a995-4ff1-9266-b0e08c803f56,,Choroidal neovascularization,Choroidal neovascularization,Choroidal neovascularization,Misc,N/A,,,
fd687b74-3ab9-4374-845f-04de46b6855d,,Microaneurysms,Microaneurysms,Microaneurysms,Misc,N/A,,,
025a34c7-41ee-4ef8-aa37-b16db3051139,,Intraretinal hemorrhage,Intraretinal hemorrhage,Intraretinal hemorrhage,Misc,N/A,,,
a70f19fa-00c8-49ed-8898-61f34bbf9f95,,Exudates,Exudates,Exudates,Misc,N/A,,,
39e0a9da-3b69-4e14-992e-3842143d4320,,Cotton-Wool Spots,Cotton-Wool Spots,Cotton-Wool Spots,Misc,N/A,,,
73f8ea6d-0c76-4e25-9a26-e345ec08c242,,Macular Ischemia,Macular Ischemia,Macular Ischemia,Misc,N/A,,,
9cb44c52-6d7a-421d-ba8e-23a39175acc3,,Neovascularization,Neovascularization,Neovascularization,Misc,N/A,,,
0e1f3cd3-3b09-41b4-9c29-81d0f982d709,,Traction Retinal detachment,Traction Retinal detachment,Traction Retinal detachment,Misc,N/A,,,
45e347ed-ad45-4c06-a10a-0e5d81cdaca3,,Venous beading,Venous beading,Venous beading,Misc,N/A,,,
d6cbf53f-3f9f-4a14-b399-589f2e858a88,,IRMA,IRMA,IRMA,Misc,N/A,,,
cf8697d2-a705-4773-90c7-9adbf64b60c9,,Neovascularization of retina,Neovascularization of retina,Neovascularization of retina,Misc,N/A,,,
7f8cd4b9-f6cb-4aea-8890-293499b382b9,,Neovascularization of the disc,Neovascularization of the disc,Neovascularization of the disc,Misc,N/A,,,
959a6705-1411-4042-be46-912eb5c3a1a0,,Hard Exudates,Hard Exudates,Hard Exudates,Misc,N/A,,,
c478598a-e286-4f75-8078-4563fc20261a,,Hyphaema (Anterior),Hyphaema,Hyphaema,Misc,N/A,,,
d783781a-acd4-420b-96d0-7711fae10917,,Brisk,Brisk,Brisk,Misc,N/A,,,
0395edbb-1883-4d11-93b3-a5899fd6170f,,Exaggerated,Exaggerated,Exaggerated,Misc,N/A,,,
117e7a10-d85f-43c9-86d0-2175eb7c61e0,,Not tested,Not tested,Not tested,Misc,N/A,,,
bd70617c-b6ca-4166-a53d-f8354b75a62f,,No RAPD,No RAPD,No RAPD,Misc,N/A,,,
46cbfd96-f0a5-4b9e-b5bf-14cd717b5794,,RAPD present,RAPD present,RAPD present,Misc,N/A,,,
8b64425a-1c09-4f2f-9185-eea325c272d5,,Unable to Assess,Unable to Assess,Unable to Assess,Misc,N/A,,,
602b3f30-65c0-4b10-b605-6516aeb0b7ff,,"Direct Reaction, Pupillary Function Test, Right Eye",Direct Reaction,Response of the eye to direct illumination,Question,Coded,Brisk;Sluggish;Absent;Exaggerated;Not tested,,
46e38cc6-d751-49ac-87ad-90469875a19b,,"Direct Reaction, Pupillary Function Test, Left Eye",Direct Reaction,Response of the eye to direct illumination,Question,Coded,Brisk;Sluggish;Absent;Exaggerated;Not tested,,
be4c3d62-81fa-4bb1-a179-bba463a1285b,,"Consensual Reaction, Pupillary Function Test, Right Eye",Consensual Reaction,Response of the opposite eye to light stimulus,Question,Coded,Brisk;Sluggish;Absent;Exaggerated;Not tested,,
52f39c4d-b5b7-48c0-8291-0f9bf10c1703,,"Consensual Reaction, Pupillary Function Test, Left Eye",Consensual Reaction,Response of the opposite eye to light stimulus,Question,Coded,Brisk;Sluggish;Absent;Exaggerated;Not tested,,
b861484f-9eda-4a87-9967-7d4ab6355d0d,,"Near Reaction, Pupillary Function Test, Right Eye",Near Reaction,Pupillary constriction during near fixation,Question,Coded,Present;Sluggish;Absent;Not tested,,
bb878815-3892-4dc0-ac83-4c59c4865fcf,,"Near Reaction, Pupillary Function Test, Left Eye",Near Reaction,Pupillary constriction during near fixation,Question,Coded,Present;Sluggish;Absent;Not tested,,
d6748178-07ac-46d1-a651-605ef8605257,,"Swinging Flashlight (RAPD), Pupillary Function Test, Right Eye",Swinging Flashlight,Determines presence of Relative Afferent Pupillary Defect,Question,Coded,No RAPD;RAPD present;Unable to Assess,,
f3018718-1394-45fe-8e85-9686292f20b0,,"Swinging Flashlight (RAPD), Pupillary Function Test, Left Eye",Swinging Flashlight,Determines presence of Relative Afferent Pupillary Defect,Question,Coded,No RAPD;RAPD present;Unable to Assess,,
bec6e9df-d728-4962-a699-562c5bd2de96,,"Comments on Pupillary Function Test",Comments on Pupillary Function Test,Comments on Pupillary Function Test,Question,Text,,,
1393798a-d9da-456f-9ebf-1b4b6e5b758d,,Sectorial,Sectorial,Sectorial,Misc,N/A,,,
af4fe61d-b8a4-4995-9f28-97254c0d7b44,,Complete,Complete,Complete,Misc,N/A,,,
