Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,_version:1,_order:24
0e1e97ab-41fe-4af6-954d-b43c4fc617dd,,"Complaints, History",Complaints,Patient's presenting complaints,Question,Coded,Itching sensation;Burning sensation;Watery eye;Trauma (complaint);Headache;Photophobia;Blurred vision;Visual reduction;Difficult of reading;Crossed eye;Painful eye;Swollen eye lid;Rash over eye lid;Blisters over eye lid;Protrusion of eye ball;Nil;Other,,
ee0e58e6-c416-430e-ad7d-9e35b5005852,,"History, History",History,History of presenting illness,Question,Text,,,
ecfb049d-ad4f-413f-a86a-f17e21f4ccb4,,"History,Ophthalmology",History,,Misc,N/A,,,
8dad4d67-9924-4852-93f3-79cb97ab957d,,"Diabetes, Systemic Examination ",Diabetes,Whether the patient has diabetes,Question,Boolean,,,
661ab897-bee5-4caf-82d3-ac4f568e81b4,,"Hypertension, Systemic Examination ",Hypertension,Whether the patient has hypertension,Question,Boolean,,,
a5fa1f21-3c95-4a00-9b5b-1c59a44576e4,,"Cardiac, Systemic Examination ",Cardiac,Whether the patient has any cardiac illness,Question,Boolean,,,
5fe9d89c-30e8-4a38-9fc6-e6148bd96365,,"Renal Diseases, Systemic Examination ",Renal Disease,Whether the patient has renal diseases,Question,Boolean,,,
882551c6-2b72-4876-9b8b-168f7d418ce6,,"Asthma, Systemic Examination ",Asthma,Whether the patient has asthma,Question,Boolean,,,
e031d40b-5aa9-46ea-933d-d5686b65165b,,"Allergies, Systemic Examination ",Allergies,Whether the patient has any allergies,Question,Boolean,,,
59db8535-3275-4985-bd08-61afe6a98c08,,"Other, Systemic Examination ",Other,Whether the patient has any other systemic illness,Question,Boolean,,,
03fa9cb8-70cd-11ef-bf56-325096b39f47,,"Lids, Left Eye (Normal/Abnormal)","Lids,",The status of the lids,Question,Coded,Normal;Inflamed skin;Swollen skin;Over hanging skin;Mass;Macule;Papule;Vesicle;Bulla;Pustule;Crust;Nodule;Cyst;Plaque;Scale;Papilloma;Ulcerated;Port Wine stain;Scales on cilia;Sticky cilia;Minimal discharge;Profuse discharge;Misdirected UL lashes;Mis directed LL;Foamy discharge;Hyperaemic eyelid margin;Telangiectasis;Ectropion;Entropion;S shaped appearance;Clogged meibomian glad;Stenosed UL punctom;Stenosed LL punctom;Small eye lid laceration;Complicated eyelid laceration;Other,,
e6cc0169-79fc-4da9-ac4c-4052bcdf45d9,,"Lids, Right Eye Other","Lids,",The status of the lids,Question,Text,,,
03fa9f92-70cd-11ef-afbf-325096b39f47,,"Lids, Right Eye (Normal/Abnormal)","Lids,",The status of the lids,Question,Coded,Normal;Inflamed skin;Swollen skin;Over hanging skin;Mass;Macule;Papule;Vesicle;Bulla;Pustule;Crust;Nodule;Cyst;Plaque;Scale;Papilloma;Ulcerated;Port Wine stain;Scales on cilia;Sticky cilia;Minimal discharge;Profuse discharge;Misdirected UL lashes;Mis directed LL;Foamy discharge;Hyperaemic eyelid margin;Telangiectasis;Ectropion;Entropion;S shaped appearance;Clogged meibomian glad;Stenosed UL punctom;Stenosed LL punctom;Small eye lid laceration;Complicated eyelid laceration;Other,,
c77243af-acc0-4724-91c3-690208cc0d93,,"Lids, Right Eye (Other)","Lids,",The status of the lids,Question,Text,,,
03faa03c-70cd-11ef-80a6-325096b39f47,,"Conjuctiva, Left Eye (Normal/Abnormal)",Conjuctiva,The status of conjuctiva,Question,Coded,Normal;Red;Congestion;Discharge;Discolored;Chemosis;Papillae;Follicles;Deep seated concreations;Superficial concretion;Yellowish bump;Wedge shaped growth;Phlycten;Mass;Cyst;Ulcer;Granulomas;Membrane;Pseudo membrane;Scar;Foreign body;Tear;Short fornix;Conjunctival haemorrhage;Other,,
e6cc0169-79fc-4da9-ac4c-4052bcdf45d9,,"Conjuctiva, Left Eye Other",Conjuctiva,The status of conjuctiva,Question,Text,,,
03faa0be-70cd-11ef-ab85-325096b39f47,,"Conjuctiva, Right Eye (Normal/Abnormal)",Conjuctiva,The status of conjuctiva,Question,Coded,Normal;Red;Congestion;Discharge;Discolored;Chemosis;Papillae;Follicles;Deep seated concreations;Superficial concretion;Yellowish bump;Wedge shaped growth;Phlycten;Mass;Cyst;Ulcer;Granulomas;Membrane;Pseudo membrane;Scar;Foreign body;Tear;Short fornix;Conjunctival haemorrhage;Other,,
7685d470-3fe5-4110-9ee5-20a510b8a2ac,,"Conjuctiva, Right Eye (Other)",Conjuctiva,The status of conjuctiva,Question,Text,,,
03faa136-70cd-11ef-9872-325096b39f47,,"Cornea, Left Eye (Normal/Abnormal)",Cornea,The status of cornea,Question,Coded,Normal;Abrations;Punctate epithelial erosions;Central corneal ulcer;Paracentral corneal ulcer;Peripheral corneal ulcer;Superficial ulcer;Deep ulcer;Vascularized;Corneal epithelial defect;Corneal opacity;Corneal edema;Dendritic keratitis;Geographic keratitis;Discform keratitis;Necrotizing stromal keratitis;Stromal Opacity;Diffuse stromal edema;Necrotized stromal keratitis;Stromal edema with KPS;Descemetocele;Micro cornea;Megalo cornea;Buphthalmos;Haab striae;Keratic Precipiates;Corneal tear;Corneal tear with iris prolapse;Foreign body;Lipid deposit;Corneal Haze;Lasik flap;Corneal graft;Penetrating keratoplasty;Endothelial Keratoplasty;Contact lense;Keratoconnus;Kerato malacia;Peripheral ulceration keratitis;Phlyctenular kerato conjunctivitis;Superficial punctate keratitis;Microcyst;Dellen;Striae;Folds;Anterior staphyloma;Perforated cornea;Iris prolapse;Adherent leucoma;Perilimbal Horner-Trantas dots;Limbal Herbert's pits;Phthisis bulbi;Other,,
e6cc0169-79fc-4da9-ac4c-4052bcdf45d9,,"Cornea, Left Eye (Other)",Cornea,The status of cornea,Question,Text,,,
03faa19a-70cd-11ef-a151-325096b39f47,,"Cornea, Right Eye (Normal/Abnormal)",Cornea,The status of cornea,Question,Coded,Normal;Abrations;Punctate epithelial erosions;Central corneal ulcer;Paracentral corneal ulcer;Peripheral corneal ulcer;Superficial ulcer;Deep ulcer;Vascularized;Corneal epithelial defect;Corneal opacity;Corneal edema;Dendritic keratitis;Geographic keratitis;Discform keratitis;Necrotizing stromal keratitis;Stromal Opacity;Diffuse stromal edema;Necrotized stromal keratitis;Stromal edema with KPS;Descemetocele;Micro cornea;Megalo cornea;Buphthalmos;Haab striae;Keratic Precipiates;Corneal tear;Corneal tear with iris prolapse;Foreign body;Lipid deposit;Corneal Haze;Lasik flap;Corneal graft;Penetrating keratoplasty;Endothelial Keratoplasty;Contact lense;Keratoconnus;Kerato malacia;Peripheral ulceration keratitis;Phlyctenular kerato conjunctivitis;Superficial punctate keratitis;Microcyst;Dellen;Striae;Folds;Anterior staphyloma;Perforated cornea;Iris prolapse;Adherent leucoma;Perilimbal Horner-Trantas dots;Limbal Herbert's pits;Phthisis bulbi;Other,,
08d4366a-c051-4b4d-9579-e3a98fbee904,,"Cornea, Right Eye (Other)",Cornea,The status of cornea,Question,Text,,,
03faa208-70cd-11ef-8129-325096b39f47,,"Anterior chamber, Left Eye (Normal/Abnormal)",Anterior chamber,The status of the anterior chamber,Question,Coded,Normal;Shallow;Flat;Hyphaema (Anterior);Hypopyon;Acqueous flare;Acqueous cells;Lens particles in AC;Foreign body;Lens in AC;Other,,
5d34b187-bfb3-4265-bd3e-bb441c901279,,"Anterior chamber, Left Eye (Other)",Anterior chamber,The status of the anterior chamber,Question,Text,,,
03faa26c-70cd-11ef-bd00-325096b39f47,,"Anterior chamber, Right Eye (Normal/Abnormal)",Anterior chamber,The status of the anterior chamber,Question,Coded,Normal;Shallow;Flat;Hyphaema (Anterior);Hypopyon;Acqueous flare;Acqueous cells;Lens particles in AC;Foreign body;Lens in AC;Other,,
9b9d7d45-7b38-4e5c-a506-a65fdc9b30b6,,"Anterior chamber, Right Eye (Other)",Anterior chamber,The status of the anterior chamber,Question,Text,,,
03faa2da-70cd-11ef-9d4d-325096b39f47,,"Iris, Left Eye (Normal/Abnormal)",Iris,The status of the iris,Question,Coded,Normal;Iridodonesis;New vessels;Pupillary membrane;Coloboma;Nodule;Cyst;Posterior synaechiae;Pseudoexfoliation;Sphincter tear;Atrophy;Iris hypoplasia;Irido dialysis;Heterochromia iridis;Other,,
1d690492-6681-4be8-8f9f-bdf6bf99f29c,,"Iris, Left Eye (Other)",Iris,The status of the iris,Question,Text,,,
03faa348-70cd-11ef-9577-325096b39f47,,"Iris, Right Eye (Normal/Abnormal)",Iris,The status of the iris,Question,Coded,Normal;Iridodonesis;New vessels;Pupillary membrane;Coloboma;Nodule;Cyst;Posterior synaechiae;Pseudoexfoliation;Sphincter tear;Atrophy;Iris hypoplasia;Irido dialysis;Heterochromia iridis;Other,,
ec2e2955-fcef-408c-b56e-a2af4c04cafd,,"Iris, Right Eye (Other)",Iris,The status of the iris,Question,Text,,,
03faa42e-70cd-11ef-8ffe-325096b39f47,,"Pupil, Left Eye (Normal/Abnormal)",Pupil,The status of the pupil,Question,Coded,Normal;Non reactive;Dilated;Sluggish;Pupil size after dilation less than 5mm;Pupil size after dilation 6mm;Pupil size after dilation 7mm;Pupil size after dilation 8mm;Pupil size after dilation more than 8mm;Other,,
1e2e2e7e-2e2e-4e2e-8e2e-2e2e2e2e2e2e,,"Pupil, Left Eye (Other)",Pupil,The status of the pupil,Question,Text,,,
03faa4a6-70cd-11ef-a76f-325096b39f47,,"Pupil, Right Eye (Normal/Abnormal)",Pupil,The status of the pupil,Question,Coded,Normal;Non reactive;Dilated;Sluggish;Pupil size after dilation less than 5mm;Pupil size after dilation 6mm;Pupil size after dilation 7mm;Pupil size after dilation 8mm;Pupil size after dilation more than 8mm;Other,,
2e2e2e2e-2e2e-4e2e-8e2e-2e2e2e2e2e2e,,"Pupil, Right Eye (Other)",Pupil,The status of the pupil,Question,Text,,,
03faa514-70cd-11ef-96a9-325096b39f47,,"Lens, Left Eye (Normal/Abnormal)",Lens,The status of the lens,Question,Coded,Normal;NS I;NS II;NS III;NS IV;PSCC;PPC;Cortical;Mature;Penetrating;Subluxated Lens;Traumatic;Phacolytic;Phacomorphic;Hypermature;Aphakia;Complicated;Pseudophakia;Aphakia;Brown;Mild pseudoexfoliation;Moderate Pseudoexfoliation;Sever Pseudoexfoliation;Other,,
3e3e3e3e-3e3e-4e3e-8e3e-3e3e3e3e3e3e,,"Lens, Left Eye (Other)",Lens,The status of the lens,Question,Text,,,
03faa58c-70cd-11ef-a1c5-325096b39f47,,"Lens, Right Eye (Normal/Abnormal)",Lens,The status of the lens,Question,Coded,Normal;NS I;NS II;NS III;NS IV;PSCC;PPC;Cortical;Mature;Penetrating;Subluxated Lens;Traumatic;Phacolytic;Phacomorphic;Hypermature;Aphakia;Complicated;Pseudophakia;Aphakia;Brown;Mild pseudoexfoliation;Moderate Pseudoexfoliation;Sever Pseudoexfoliation;Other,,
4e4e4e4e-4e4e-4e4e-8e4e-4e4e4e4e4e4e,,"Lens, Right Eye (Other)",Lens,The status of the lens,Question,Text,,,
03faa604-70cd-11ef-af5b-325096b39f47,,"Ocular movements, Left Eye (string)",Ocular movements,Status of ocular movements,Question,Text,,,
03faa67c-70cd-11ef-98b1-325096b39f47,,"Duct examination, Left Eye (string)",Duct examination,The findings of duct examination,Question,Text,,,
03faa6fe-70cd-11ef-a1bc-325096b39f47,,"Duct examination, Right Eye (string)",Duct examination,The findings of duct examination,Question,Text,,,
3407fe8c-71a4-11ef-be2b-325096b39f47,,"Fundus Exam Drawing, Left Eye",,,Question,Text,,,
3408009e-71a4-11ef-ad6c-325096b39f47,,"Fundus Exam Drawing, Right Eye",,,Question,Text,,,
7e49c854-71a4-11ef-a6ab-325096b39f47,,"Slit Lamp Exam Cornea Drawing, Left Eye",,,Question,Text,,,
7e49cb06-71a4-11ef-8584-325096b39f47,,"Slit Lamp Exam Cornea Drawing, Right Eye",,,Question,Text,,,
03faa776-70cd-11ef-a9d8-325096b39f47,,"Retina, Fundus Exam, Left Eye (Normal/Abnormal)",Retina,Fundoscopy findings on retina,Question,Coded,Normal;Retinal hole;Paving stone degeneration;Horse shoe tear;Horse shoe tear with rolled edges;Detached retina;Detached retina with SRF;Lattice degeneration;Choroidal detachment;Choroidal tear;Weiss ring;Subhyaloid Haemorrhage;Pre retinal Haemorrhage;Papilledema;Flame hemorrhages;Dot & Blot hemorrhages;Optic disc infiltration;A-V Nicking;Roth Spot;Macular hole;Macular Edema;Retinoschisis;Papillitis;Choroidal neovascularization;Microaneurysms;Intraretinal hemorrhage;Exudates;Cotton-Wool Spots;Macular Ischemia;Neovascularization;Traction Retinal detachment;Venous beading;IRMA;Neovascularization of retina;Neovascularization of the disc;Hard Exudates;Other,,
5e5e5e5e-5e5e-4e5e-8e5e-5e5e5e5e5e5e,,"Retina, Fundus Exam, Left Eye (Other)",Retina,Fundoscopy findings on retina,Question,Text,,,
03faa7e4-70cd-11ef-b503-325096b39f47,,"Retina, Fundus Exam, Right Eye (Normal/Abnormal)",Retina,Fundoscopy findings on retina,Question,Coded,Normal;Retinal hole;Paving stone degeneration;Horse shoe tear;Horse shoe tear with rolled edges;Detached retina;Detached retina with SRF;Lattice degeneration;Choroidal detachment;Choroidal tear;Weiss ring;Subhyaloid Haemorrhage;Pre retinal Haemorrhage;Papilledema;Flame hemorrhages;Dot & Blot hemorrhages;Optic disc infiltration;A-V Nicking;Roth Spot;Macular hole;Macular Edema;Retinoschisis;Papillitis;Choroidal neovascularization;Microaneurysms;Intraretinal hemorrhage;Exudates;Cotton-Wool Spots;Macular Ischemia;Neovascularization;Traction Retinal detachment;Venous beading;IRMA;Neovascularization of retina;Neovascularization of the disc;Hard Exudates;Other,,
6e6e6e6e-6e6e-4e6e-8e6e-6e6e6e6e6e6e,,"Retina, Fundus Exam, Right Eye (Other)",Retina,Fundoscopy findings on retina,Question,Text,,,
03faa85c-70cd-11ef-934d-325096b39f47,,"Optic Disc, Fundus Exam, Left Eye (string)",Optic Disc,Fundoscopy findings on optic disc,Question,Text,,,
03faa8d4-70cd-11ef-9a5e-325096b39f47,,"Optic Disc, Fundus Exam, Right Eye (string)",Optic Disc,Fundoscopy findings on optic disc,Question,Text,,,
03faa94c-70cd-11ef-b531-325096b39f47,,"Macula, Fundus Exam, Left Eye (string)",Macula,Fundoscopy findings on macula ,Question,Text,,,
03faa9c4-70cd-11ef-9f9c-325096b39f47,,"Macula, Fundus Exam, Right Eye (string)",Macula,Fundoscopy findings on macula ,Question,Text,,,
03faaa3c-70cd-11ef-9da6-325096b39f47,,"Blood Vessels, Fundus Exam, Left Eye (string)",Blood Vessels,Fundoscopy findings on blood vessels,Question,Text,,,
03faaaaa-70cd-11ef-a7cf-325096b39f47,,"Blood Vessels, Fundus Exam, Right Eye (string)",Blood Vessels,Fundoscopy findings on blood vessels,Question,Text,,,
78a5d708-84d7-47eb-a1d2-021b5cda2c34,,Systemic Examination,,,Misc,N/A,,,
1115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Normal,,,Misc,N/A,,,
118506AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Esotropia,,,Misc,N/A,,,
118507AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Esophoria,,,Misc,N/A,,,
140914AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Exotropia,,,Misc,N/A,,,
118473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Exophoria,,,Misc,N/A,,,
138114AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hypertropia,,,Misc,N/A,,,
57130316-3b6e-40f7-992a-a788e7a78a51,,Hyperphoria,,,Misc,N/A,,,
137973AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hypotropia,,,Misc,N/A,,,
138033AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hypophoria,,,Misc,N/A,,,
7227e6c8-9b2d-47ce-8666-ff390186f71c,,Orthotropia,,,Misc,N/A,,,
b15c7636-1c44-423a-b9a5-f1735af780d1,,Orthophoria,,,Misc,N/A,,,
c4de44d1-fc5f-42d9-b880-3791db5d84e1,,Tropia,,,Misc,N/A,,,
5d5fb000-ad5d-4879-8c65-01c74d1ea9f4,,Phoria,,,Misc,N/A,,,
f3dfbc21-0d82-456c-9c17-e6346130d5e5,,Unilateral,,,Misc,N/A,,,
30e7162e-6437-4229-afcb-315334636baa,,Alternating,,,Misc,N/A,,,
71262e14-fe8a-4b11-a119-856bbc6cccf1,,Intermittent,,,Misc,N/A,,,
ff9244be-e4aa-45a4-983e-c8abc8c670bf,,Constant,,,Misc,N/A,,,
77120b4c-034e-4d2a-90f9-201f05d33cec,,Smooth and Symmetrical,,,Misc,N/A,,,
1499AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Moderate,,,Misc,N/A,,,
6ea92c89-b5d9-494e-aafc-94ba770b7e8e,,Irregular,,,Misc,N/A,,,
64f0356a-aef9-4d0c-8cf3-0be6f369233b,,Fatiguing,,,Misc,N/A,,,
fddab28c-beac-4ad5-b58b-96aca4cf2eea,,"Lag, Right Eye",,,Question,Text,,,
4a4239cd-aaca-481a-bcac-8c9b10ee3caf,,"Lag, Left Eye",,,Question,Text,,,
8bd86680-f98d-4e5b-8721-5c5cd01d94b6,,"Fatigue, Right Eye",,,Question,Text,,,
eb7d9e4c-1958-45f7-a619-26b5a836876d,,"Fatigue, Left Eye",,,Question,Text,,,
752b7b6d-436e-447d-a6b4-9b869628dd79,,"Accommodation Facility, Right Eye",,,Question,Coded,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,
c75d5fc6-54b3-4520-8263-e898dac6fb00,,"Accommodation Facility, Left Eye",,,Question,Coded,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,,
503583ef-2030-4cfe-8c84-8bf6072e5139,,"Jump Convergence, Right Eye",Jump Convergence,Jump Convergence,Question,Coded,Smooth and Symmetrical;Moderate;Irregular;Fatiguing,,
0239a10b-2aa6-4ed1-ad3a-1adfc88e5d93,,"Jump Convergence, Left Eye",Jump Convergence,Jump Convergence,Question,Coded,Smooth and Symmetrical;Moderate;Irregular;Fatiguing,,
36ae0e63-8cb6-4569-90c1-1828c898095f,,"Quality of Movement, Right Eye",Quality of Movement,Quality of movement,Question,Coded,Smooth and Symmetrical;Moderate;Irregular;Fatiguing,,
701bc3af-2e77-4433-af32-08544e0946fb,,"Quality of Movement, Left Eye",Quality of Movement,Quality of movement,Question,Coded,Smooth and Symmetrical;Moderate;Irregular;Fatiguing,,
f93bb2f8-d00a-4ae7-9749-2781e8f60f5a,,"Type of Deviation, Right Eye, Near",Type of Deviation,Type of deviation,Question,Coded,Tropia;Phoria,,
711a1121-b658-4eb5-a895-328c04595011,,"Type of Deviation, Left Eye, Near",Type of Deviation,Type of deviation,Question,Coded,Tropia;Phoria,,
eeac8481-0fcc-4995-acbb-ca615fb2487d,,"Type of Deviation, Right Eye, Distance",Type of Deviation,Type of deviation,Question,Coded,Tropia;Phoria,,
ff4cee8c-6e12-4ceb-a8d6-e62a05b8482b,,"Type of Deviation, Left Eye, Distance",Type of Deviation,Type of deviation,Question,Coded,Tropia;Phoria,,
27b099bc-5e21-4c81-a531-8776db7d6353,,"Direction of deviation, Right Eye, Near",Direction of deviation,Direction of deviation,Question,Coded,Orthophoria;Orthotropia;Hypophoria;Hypotropia;Hyperphoria;Hypertropia;Exophoria;Exotropia;Esophoria;Esotropia,,
17574190-e433-4bef-a971-5307c193d657,,"Direction of deviation, Left Eye, Near",Direction of deviation,Direction of deviation,Question,Coded,Orthophoria;Orthotropia;Hypophoria;Hypotropia;Hyperphoria;Hypertropia;Exophoria;Exotropia;Esophoria;Esotropia,,
ef738776-0750-4934-bca5-710ab87b8bda,,"Direction of deviation, Right Eye, Distance",Direction of deviation,Direction of deviation,Question,Coded,Orthophoria;Orthotropia;Hypophoria;Hypotropia;Hyperphoria;Hypertropia;Exophoria;Exotropia;Esophoria;Esotropia,,
e9e9f2b0-1dcc-4e6f-81ca-83296389a526,,"Direction of deviation, Left Eye, Distance",Direction of deviation,Direction of deviation,Question,Coded,Orthophoria;Orthotropia;Hypophoria;Hypotropia;Hyperphoria;Hypertropia;Exophoria;Exotropia;Esophoria;Esotropia,,
0f36c3c4-4d01-42d1-a238-74eadb99aecd,,"Magnitude of deviation, Right Eye, Near",Magnitude of deviation,Magnitude of deviation,Question,Coded,5PD;10PD;15PD;20PD;25PD;30PD;35PD;40PD;45PD;50PD;55PD;60PD;65PD;70PD;75PD;80PD;85PD;90PD,,
fe5aa8f7-d7c0-45cf-bb47-c1056928f468,,"Magnitude of deviation, Left Eye, Near",Magnitude of deviation,Magnitude of deviation,Question,Coded,5PD;10PD;15PD;20PD;25PD;30PD;35PD;40PD;45PD;50PD;55PD;60PD;65PD;70PD;75PD;80PD;85PD;90PD,,
0dc5d34e-de41-45a7-9ede-f97fe21c3308,,"Magnitude of deviation, Right Eye, Distance",Magnitude of deviation,Magnitude of deviation,Question,Coded,5PD;10PD;15PD;20PD;25PD;30PD;35PD;40PD;45PD;50PD;55PD;60PD;65PD;70PD;75PD;80PD;85PD;90PD,,
b299be38-6af6-4e92-b5c2-72da83d867fa,,"Magnitude of deviation, Left Eye, Distance",Magnitude of deviation,Magnitude of deviation,Question,Coded,5PD;10PD;15PD;20PD;25PD;30PD;35PD;40PD;45PD;50PD;55PD;60PD;65PD;70PD;75PD;80PD;85PD;90PD,,
807eff19-a010-40a8-8766-c9b2a2532500,,"Laterality of deviation, Right Eye, Near",Laterality of deviation,Laterality of deviation,Question,Coded,Unilateral;Alternating,,
a5c7dbc3-5519-4e49-8b99-7c4abd460eb3,,"Laterality of deviation, Left Eye, Near",Laterality of deviation,Laterality of deviation,Question,Coded,Unilateral;Alternating,,
625a2da2-2780-4111-a6aa-847daf479e62,,"Laterality of deviation, Right Eye, Distance",Laterality of deviation,Laterality of deviation,Question,Coded,Unilateral;Alternating,,
19fe27e5-b202-47a2-b601-7b4f8ccc521b,,"Laterality of deviation, Left Eye, Distance",Laterality of deviation,Laterality of deviation,Question,Coded,Unilateral;Alternating,,
e4d106fa-0cf9-444f-b9fd-283876b080e2,,"Constancy, Right Eye, Near",Constancy,Constancy,Question,Coded,Constant;Intermittent,,
b3c3f1f7-d5ea-43b2-891d-7458462f0134,,"Constancy, Left Eye, Near",Constancy,Constancy,Question,Coded,Constant;Intermittent,,
cc19be21-29df-4047-94b8-2a80cd3450e6,,"Constancy, Right Eye, Distance",Constancy,Constancy,Question,Coded,Constant;Intermittent,,
332a5eb7-047b-4f4f-a3d2-39860a862273,,"Constancy, Left Eye, Distance",Constancy,Constancy,Question,Coded,Constant;Intermittent,,
ed66b785-44a2-4256-9ede-8fcfdcbb9e2f,,"Near, Cover Uncover Test, Right Eye",Near,Detects a tropia (constant eye turn),Question,Coded,Normal;Esotropia;Esophoria;Exotropia;Exophoria,,
a09fc627-44d6-4ac6-95a3-982fa6c267df,,"Near, Cover Uncover Test, Left Eye",Near,Detects a tropia (constant eye turn),Question,Coded,Normal;Esotropia;Esophoria;Exotropia;Exophoria,,
16cd5853-d4b7-4234-9976-eb87c8d8c689,,"Far, Cover Uncover Test, Right Eye",Far,Detects a tropia (constant eye turn),Question,Coded,Normal;Esotropia;Esophoria;Exotropia;Exophoria,,
0b71497d-68bf-4d68-b000-cee0e82d33f9,,"Far, Cover Uncover Test, Left Eye",Far,Detects a tropia (constant eye turn),Question,Coded,Normal;Esotropia;Esophoria;Exotropia;Exophoria,,
dec876d2-ff49-4f28-9b98-2ab1c71a9cae,,"Alternate Cover Test, Right Eye",Alternate Cover Test,Detects both phorias (latent eye misalignment) and tropias,Question,Coded,"Normal;Esotropia;Esophoria;Exotropia;Exophoria;Other, Alternate Cover Test",,
d08c3ab9-95fd-4b8e-a81b-06ca49b8e511,,"Alternate Cover Test, Left Eye",Alternate Cover Test,Detects both phorias (latent eye misalignment) and tropias,Question,Coded,"Normal;Esotropia;Esophoria;Exotropia;Exophoria;Other, Alternate Cover Test",,
30ecbc61-0fd7-4f9c-b926-96d921494af4,,"Near, Cover Uncover Test ",Near,Detects a tropia (constant eye turn),Question,Coded,Normal;Esotropia;Esophoria;Exotropia;Exophoria,,
a916e48c-0405-4db0-be48-34470f3363f6,,"Far, Cover Uncover Test",Far,Detects a tropia (constant eye turn),Question,Coded,Normal;Esotropia;Esophoria;Exotropia;Exophoria,,
67956d2c-4c0f-4ade-a4a5-7636ec5bf9b5,,Cover Uncover Test,,,Misc,N/A,,,
f076db34-b98a-4a29-a57b-e2fb5b902bda,,"Other, Alternate Cover Test",Other,,Misc,N/A,,,
536164ad-6a4f-4f21-8431-7360301dc7f8,,Alternate Cover Test,Alternate Cover Test,Detects both phorias (latent eye misalignment) and tropias,Question,Coded,"Normal;Esotropia;Esophoria;Exotropia;Exophoria;Other, Alternate Cover Test",,
a4266908-a94f-409d-b244-3d3c8390dd4a,,5PD,5PD,,Misc,N/A,,,
43029355-9491-43bb-9d20-1a050cce7e7f,,10PD,10PD,,Misc,N/A,,,
bb5a5d77-8994-42a9-8a7e-651b80d49391,,15PD,15PD,,Misc,N/A,,,
4c8b36e1-e786-4f91-aebe-80e3a0e330f0,,20PD,20PD,,Misc,N/A,,,
32ea09e8-db7f-44ff-bfe4-15b4da7ec8f1,,25PD,25PD,,Misc,N/A,,,
b21e5943-5c7c-4b3e-86f9-ed944f7fd3ad,,30PD,30PD,,Misc,N/A,,,
4af315d9-2f3c-4a1c-afd7-f80e2154aa11,,35PD,35PD,,Misc,N/A,,,
262001eb-f91c-4c9f-a09d-0f74db2074a9,,40PD,40PD,,Misc,N/A,,,
a8157e62-1e4e-4ab5-91e0-00ae5893b3e5,,45PD,45PD,,Misc,N/A,,,
c0ef10ae-2ade-4e6b-873a-cd3eac8e8876,,50PD,50PD,,Misc,N/A,,,
c8b0a0ff-8d91-4cda-aa3c-8c20741b4e26,,55PD,55PD,,Misc,N/A,,,
8d54ee91-33df-4464-a51c-c1c083fe102d,,60PD,60PD,,Misc,N/A,,,
1aa05b97-0774-4077-aa92-df7a593a2e2c,,65PD,65PD,,Misc,N/A,,,
50ab2981-61fe-47de-8335-048bc59bd9d7,,70PD,70PD,,Misc,N/A,,,
73418e02-06ee-40a5-b5f8-eb03b1376f25,,75PD,75PD,,Misc,N/A,,,
30980356-f70c-4739-978d-41ee455ca7da,,80PD,80PD,,Misc,N/A,,,
b127b540-4042-4ca1-bdd2-90df376360bd,,85PD,85PD,,Misc,N/A,,,
5ca1e7ad-27ba-4d5f-8505-ee331d28c510,,90PD,90PD,,Misc,N/A,,,
c6365b42-67b2-11ef-b5c7-325096b39f47,,"Left Eye, Prism Cover Test",Left Eye,,Question,Coded,5PD;10PD;15PD;20PD;25PD;30PD;35PD;40PD;45PD;50PD;55PD;60PD;65PD;70PD;75PD;80PD;85PD;90PD,,
c6365d0e-67b2-11ef-bfb6-325096b39f47,,"Right Eye, Prism Cover Test",Right Eye,,Question,Coded,5PD;10PD;15PD;20PD;25PD;30PD;35PD;40PD;45PD;50PD;55PD;60PD;65PD;70PD;75PD;80PD;85PD;90PD,,
0134490a-1a95-4e67-85d5-abbfb10e21ec,,Prism Cover Test,Prism Cover Test,Measures the amount of eye deviation,Misc,N/A,,,
a5484d57-5f73-45ab-b48a-2f96352b6f12,,Cover Test,,,Misc,N/A,,,
056b610b-0d7c-4eaa-9216-dbc01a08d754,,Eye turned inward,Eye turned inward,,Misc,N/A,,,
0cee1064-72db-4524-a34b-b6632266a1d6,,Eye turned outward,Eye turned outward,,Misc,N/A,,,
1214efa6-5dce-492e-a5e7-9e1ee88bc16b,,Eye turned upward,Eye turned upward,,Misc,N/A,,,
f97c8600-cea4-491f-9798-a49fd398140d,,Eye turned downward,Eye turned downward,,Misc,N/A,,,
