Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Complex data handler,Answers,_version:1,_order:23,Allow decimals,Normal high,Normal low
a648c1fd-8767-4e59-9e96-a60206a6b378,,Verified patient details time,Time,Time,Question,Text,,,1.0,266,
2ccfe40d-39db-4f68-8816-f7eb188c3586,,Eye cleaned time,Time,Time,Question,Text,,,1.0,267,
da805a9d-108f-49a1-a96f-0697b037150d,,Verified consent form time,Time,Time,Question,Text,,,1.0,268,
69ad4ee6-4feb-412f-aa1b-c9b9128b46d5,,Preoperative instruction time,Time,Time,Question,Text,,,1.0,269,
46d9c407-3dfd-4d38-9845-7d87eb9c9229,,Well opposed(follow-up),Well opposed(follow-up),Well opposed(follow-up),Question,Coded,,Yes;No,1,270,
ff245a76-db2c-4748-90f9-0cfd236f131a,,Iris Prolapse(follow-up),Iris Prolapse(follow-up),Iris Prolapse(follow-up),Question,Coded,,Yes;No,1,271,
2a28a2ff-3351-41ca-a4b2-3153d2908a97,,Clear Cornea(follow-up),Clear(follow-up),Clear(follow-up),Question,Coded,,Yes;No,1,272,
16701b0d-2a78-49c1-b2c6-6c6fee5f7fee,,Striate keratitis(follow-up),Striate keratitis(follow-up),Striate keratitis(follow-up),Question,Coded,,1+;2+;3+,1,273,
0d804f49-2020-483e-b07a-036ade70a54e,,Epithelial Edema(follow-up),Epithelial Edema(follow-up),Epithelial Edema(follow-up),Question,Coded,,1+;2+;3+,1,274,
8fb81b94-2cbf-4242-a477-7bad0475779a,,DM strip more than 1/3(follow-up),DM strip more than 1/3(follow-up),DM strip more than 1/3(follow-up),Question,Coded,,Yes;No,1,275,
6cebc504-559d-471e-a505-d35c2089fd5d,,Normal(follow-up),Normal(follow-up),Normal(follow-up),Question,Coded,,Yes;No,1,276,
8500e444-da2c-4d24-ab98-441f12874a98,,Iritis(follow-up),Iritis(follow-up),Iritis(follow-up),Question,Coded,,1+;2+;3+,1,277,
f6602b87-31b7-4cda-89de-5b2d873f144d,,Minimal cortex(follow-up),Minimal cortex(follow-up),Minimal cortex(follow-up),Question,Coded,,Yes;No,1,278,
d9bce10d-6f40-499d-bdb6-ecb593bf63c2,,Significant cortex/epinucleus(follow-up),Significant cortex/epinucleus(follow-up),Significant cortex/epinucleus(follow-up),Question,Coded,,Yes;No,1,279,
eee8acc6-6a90-47f0-ae14-51c699e6f59d,,Fibrinous uveitis(follow-up),Fibrinous uveitis(follow-up),Fibrinous uveitis(follow-up),Question,Coded,,Yes;No,1,280,
b1507a1c-5588-4d43-8e91-83027d50481d,,Uveitis with hypopyon(follow-up),Uveitis with hypopyon(follow-up),Uveitis with hypopyon(follow-up),Question,Coded,,Yes;No,1,281,
743bf916-e665-4ccd-a7fc-933c3bc71fd6,,Vitreous in AC / Section(follow-up),Vitreous in AC / Section(follow-up),Vitreous in AC / Section(follow-up),Question,Coded,,Yes;No,1,282,
ab0f060e-d35a-4cf3-aef7-1a3b67191434,,Round and reacting to light(follow-up),Round and reacting to light(follow-up),Round and reacting to light(follow-up),Question,Coded,,Yes;No,1,283,
d621f194-be86-4f26-b7f5-ec42f33e22cb,,Irregular(follow-up),Irregular(follow-up),Irregular(follow-up),Question,Coded,,Yes;No,1,284,
393d9ca6-723b-4522-a97c-8b1ea002bd53,,Iridodialysis(follow-up),Iridodialysis(follow-up),Iridodialysis(follow-up),Question,Coded,,Yes;No,1,285,
532d4c3b-c9d7-4213-876a-b19b3def8298,,In bag(follow-up),In bag(follow-up),In bag(follow-up),Question,Coded,,Yes;No,1,286,
1c6c3bb5-8e30-4c9b-b835-92ac33d9d17c,,In sulcus(follow-up),In sulcus(follow-up),In sulcus(follow-up),Question,Coded,,Yes;No,1,287,
b6bb2f35-2113-46cb-a5ee-858f253c63a3,,Not assessable(follow-up),Not assessable(follow-up),Not assessable(follow-up),Question,Coded,,Yes;No,1,288,
2717dec1-1350-4b91-b6e3-f9c2eccada23,,Decentered IOL(follow-up),Decentered IOL(follow-up),Decentered IOL(follow-up),Question,Coded,,Yes;No,1,289,
9c18b0fc-5eb9-4b42-b743-c3934230c2e8,,Aphakia(follow-up),Aphakia(follow-up),Aphakia(follow-up),Question,Coded,,Yes;No,1,290,
63f7b49a-1875-46d2-bf04-51e978c46857,,Clear Posterior(follow-up),Clear(follow-up),Clear(follow-up),Question,Coded,,Yes;No,1,291,
536b0e71-5ee7-464c-976f-852bd0dff1b8,,Rent / ZD(follow-up),Rent / ZD(follow-up),Rent / ZD(follow-up),Question,Coded,,Yes;No,1,292,
cee5d1b9-e6ab-4bcd-b80b-02dfe744474a,,Normal Fundus(follow-up),Normal Fundus(follow-up),Normal Fundus(follow-up),Question,Coded,,Yes;No,1,293,
0aa4eaef-8225-4b31-b6a7-cee6c78e789f,,Pathology Fundus(follow-up),Pathology Fundus(follow-up),Pathology Fundus(follow-up),Question,Coded,,Yes;No,1,294,
aebb93af-b24d-42a9-a801-74d05500cb81,,Progress (Cataract Surgery),Progress,Progress,Question,Text,,,,,
b100bc13-8149-43f7-87a4-aab5ee7b9baf,,Distance Vision Spherical Right Eye,Distance Vision Spherical Right Eye,Distance Vision Spherical Right Eye,Question,Text,,,,,
9da0951c-1892-43bc-abe6-546e7d8e41b2,,Distance Vision Spherical Left Eye,Distance Vision Spherical Left Eye,Distance Vision Spherical Left Eye,Question,Text,,,,,
2c05d862-fd31-448b-8721-5bf97c95240a,,Distance Vision Cylinder Right Eye,Distance Vision Cylinder Right Eye,Distance Vision Cylinder Right Eye,Question,Text,,,,,
6c9662f6-95ad-4725-b945-661eed124ec0,,Distance Vision Cylinder Left Eye,Distance Vision Cylinder Left Eye,Distance Vision Cylinder Left Eye,Question,Text,,,,,
0fbdc07f-92d3-44c7-a130-c328ff5e05fa,,Distance Vision Axis Right Eye,Distance Vision Axis Right Eye,Distance Vision Axis Right Eye,Question,Text,,,,,
bf8a8fa4-20d4-4509-9016-38a17e49c89e,,Distance Vision Axis Left Eye,Distance Vision Axis Left Eye,Distance Vision Axis Left Eye,Question,Text,,,,,
da18f5f7-165a-454a-9539-111ca347ad38,,Distance Vision V/A with PG Right Eye,Distance Vision V/A with PG Right Eye,Distance Vision V/A with PG Right Eye,Question,Text,,,,,
86122473-6650-43d5-8b37-ec12dffef2c5,,Distance Vision V/A with PG Left Eye,Distance Vision V/A with PG Left Eye,Distance Vision V/A with PG Left Eye,Question,Text,,,,,
15acb861-0e4e-457a-8161-d0ad90828187,,Near Vision Spherical Right Eye,Near Vision Spherical Right Eye,Near Vision Spherical Right Eye,Question,Text,,,,,
645f08f3-0c1e-454c-9481-ee4bca1240e9,,Near Vision Spherical Left Eye,Near Vision Spherical Left Eye,Near Vision Spherical Left Eye,Question,Text,,,,,
e550dd0e-a3d0-403d-a3d9-47704e4b1c9d,,Near Vision Cylinder Right Eye,Near Vision Cylinder Right Eye,Near Vision Cylinder Right Eye,Question,Text,,,,,
13ae1490-ef0d-4f20-a8da-f80c93edb79c,,Near Vision Cylinder Left Eye,Near Vision Cylinder Left Eye,Near Vision Cylinder Left Eye,Question,Text,,,,,
e061f00f-c80e-4c4a-a11a-bb99c1a76ca5,,Near Vision Axis Right Eye,Near Vision Axis Right Eye,Near Vision Axis Right Eye,Question,Text,,,,,
42c57b43-ec07-46d2-89a7-06c783766353,,Near Vision Axis Left Eye,Near Vision Axis Left Eye,Near Vision Axis Left Eye,Question,Text,,,,,
