Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,_version:1,_order:35
00853cc4-00a1-4106-8b22-e38952e6742d,,ICD-11-WHO:9C83.67,Dissociative vertical divergence (Eye diagnosis),Dissociative vertical divergence - ICD-11-WHO:9C83.67,Dissociative vertical divergence,Diagnosis,N/A,,,
7a60e0c4-f949-499e-9b24-715125e4aa5b,,ICD-11-WHO:9C83.6Y,Other specified anomalies of divergence or deviation of eye movement (Eye diagnosis),Other specified anomalies of divergence or deviation of eye movement - ICD-11-WHO:9C83.6Y,Other specified anomalies of divergence or deviation of eye movement,Diagnosis,N/A,,,
f0d184a4-7ed4-4ff9-8717-3eb685c77eff,,ICD-11-WHO:9C83.6Z,Anomalies of divergence or deviation of eye movement unspecified (Eye diagnosis),Anomalies of divergence or deviation of eye movement unspecified - ICD-11-WHO:9C83.6Z,Anomalies of divergence or deviation of eye movement unspecified,Diagnosis,N/A,,,
c62110c4-41aa-4e7a-afa5-ac19841574d8,,ICD-11-WHO:9C83.Y,Other specified disorders of binocular movement (Eye diagnosis),Other specified disorders of binocular movement - ICD-11-WHO:9C83.Y,Other specified disorders of binocular movement,Diagnosis,N/A,,,
931f12a9-8aa7-47c3-aa2d-1907846f96e7,,ICD-11-WHO:9C83.Z,Disorders of binocular movement unspecified (Eye diagnosis),Disorders of binocular movement unspecified - ICD-11-WHO:9C83.Z,Disorders of binocular movement unspecified,Diagnosis,N/A,,,
ee87dff9-069a-482e-8d00-f63b3f12669b,,ICD-11-WHO:9C84.0,Physiological nystagmus (Eye diagnosis),Physiological nystagmus - ICD-11-WHO:9C84.0,Physiological nystagmus,Diagnosis,N/A,,,
16820eb0-ceba-44ae-9837-a8863517b8bf,,ICD-11-WHO:9C84.1,Congenital forms of nystagmus (Eye diagnosis),Congenital forms of nystagmus - ICD-11-WHO:9C84.1,Congenital forms of nystagmus,Diagnosis,N/A,,,
1a82fe1b-3397-4db4-9ec6-8369827f2a5f,,ICD-11-WHO:9C84.2,Vestibular nystagmus (Eye diagnosis),Vestibular nystagmus - ICD-11-WHO:9C84.2,Vestibular nystagmus,Diagnosis,N/A,,,
def4c59b-9d78-4ca7-969d-325d0973c710,,ICD-11-WHO:9C84.20,Down beat nystagmus (Eye diagnosis),Down beat nystagmus - ICD-11-WHO:9C84.20,Down beat nystagmus,Diagnosis,N/A,,,
5a41fa9b-2122-463f-a704-739a913f9e06,,ICD-11-WHO:9C84.21,Upbeat nystagmus (Eye diagnosis),Upbeat nystagmus - ICD-11-WHO:9C84.21,Upbeat nystagmus,Diagnosis,N/A,,,
8c10af39-a14e-4605-bab6-7ab5cb0ce12e,,ICD-11-WHO:9C84.22,Torsional nystagmus (Eye diagnosis),Torsional nystagmus - ICD-11-WHO:9C84.22,Torsional nystagmus,Diagnosis,N/A,,,
050a1ee8-0f4e-4946-9dac-0e8f65d9b9f5,,ICD-11-WHO:9C84.23,Perverted nystagmus (Eye diagnosis),Perverted nystagmus - ICD-11-WHO:9C84.23,Perverted nystagmus,Diagnosis,N/A,,,
0c557577-945e-42ea-8523-ee7e9d02e4ba,,ICD-11-WHO:9C84.2Y,Other specified vestibular nystagmus (Eye diagnosis),Other specified vestibular nystagmus - ICD-11-WHO:9C84.2Y,Other specified vestibular nystagmus,Diagnosis,N/A,,,
3f249ea5-4c37-4ce0-95d4-2e0efd21674e,,ICD-11-WHO:9C84.2Z,Vestibular nystagmus unspecified (Eye diagnosis),Vestibular nystagmus unspecified - ICD-11-WHO:9C84.2Z,Vestibular nystagmus unspecified,Diagnosis,N/A,,,
62d108da-16d1-4465-b8f6-4df30db97e54,,ICD-11-WHO:9C84.3,Seesaw nystagmus (Eye diagnosis),Seesaw nystagmus - ICD-11-WHO:9C84.3,Seesaw nystagmus,Diagnosis,N/A,,,
e452a62f-f4fd-4c79-960a-d80746836399,,ICD-11-WHO:9C84.4,Gaze-evoked nystagmus (Eye diagnosis),Gaze-evoked nystagmus - ICD-11-WHO:9C84.4,Gaze-evoked nystagmus,Diagnosis,N/A,,,
e9147626-87f8-4e16-97c8-a3542a55f166,,ICD-11-WHO:9C84.5,Nystagmus occurring in visual system disorders (Eye diagnosis),Nystagmus occurring in visual system disorders - ICD-11-WHO:9C84.5,Nystagmus occurring in visual system disorders,Diagnosis,N/A,,,
dcfae583-2486-4605-b80d-a5d49b3f7e63,,ICD-11-WHO:9C84.51,Divergence nystagmus (Eye diagnosis),Divergence nystagmus - ICD-11-WHO:9C84.51,Divergence nystagmus,Diagnosis,N/A,,,
2bd2bca8-3639-44f8-a993-cef960d31f20,,ICD-11-WHO:9C84.52,Convergence-retraction nystagmus (Eye diagnosis),Convergence-retraction nystagmus - ICD-11-WHO:9C84.52,Convergence-retraction nystagmus,Diagnosis,N/A,,,
0b947376-9c47-4da8-88df-e100a57366a3,,ICD-11-WHO:9C84.5Y,Other specified nystagmus occurring in visual system disorders (Eye diagnosis),Other specified nystagmus occurring in visual system disorders - ICD-11-WHO:9C84.5Y,Other specified nystagmus occurring in visual system disorders,Diagnosis,N/A,,,
8f236448-afbe-4eb6-848e-ac9a695f33e1,,ICD-11-WHO:9C84.5Z,Nystagmus occurring in visual system disorders unspecified (Eye diagnosis),Nystagmus occurring in visual system disorders unspecified - ICD-11-WHO:9C84.5Z,Nystagmus occurring in visual system disorders unspecified,Diagnosis,N/A,,,
ebe322ab-8cc4-45cc-b8ac-60440aacf102,,ICD-11-WHO:9C84.6,Eyelid nystagmus (Eye diagnosis),Eyelid nystagmus - ICD-11-WHO:9C84.6,Eyelid nystagmus,Diagnosis,N/A,,,
2ee7c28d-2c3d-4b6a-8fb6-9be3c31cdc97,,ICD-11-WHO:9C84.Y,Other specified nystagmus (Eye diagnosis),Other specified nystagmus - ICD-11-WHO:9C84.Y,Other specified nystagmus,Diagnosis,N/A,,,
753ddabb-79a1-4c4a-a6e5-d47f96edfd32,,ICD-11-WHO:9C84.Z,Nystagmus unspecified (Eye diagnosis),Nystagmus unspecified - ICD-11-WHO:9C84.Z,Nystagmus unspecified,Diagnosis,N/A,,,
d52c2778-3bca-41ef-808a-a69beb4df52a,,ICD-11-WHO:9C85,Certain specified irregular eye movements (Eye diagnosis),Certain specified irregular eye movements - ICD-11-WHO:9C85,Certain specified irregular eye movements,Diagnosis,N/A,,,
ccd92d58-995f-41b2-b026-b61769588723,,ICD-11-WHO:9C85.0,Anomalies of saccadic eye movements (Eye diagnosis),Anomalies of saccadic eye movements - ICD-11-WHO:9C85.0,Anomalies of saccadic eye movements,Diagnosis,N/A,,,
5c93f8d7-f4e7-4f8f-9df7-9467390957f0,,ICD-11-WHO:9C85.00,Disorders of the saccadic pulse (Eye diagnosis),Disorders of the saccadic pulse - ICD-11-WHO:9C85.00,Disorders of the saccadic pulse,Diagnosis,N/A,,,
7dbe3185-c760-4617-b2fd-bc2cc210dfe9,,ICD-11-WHO:9C85.01,Disorders of the saccadic step (Eye diagnosis),Disorders of the saccadic step - ICD-11-WHO:9C85.01,Disorders of the saccadic step,Diagnosis,N/A,,,
74dfa57c-b5b6-42e5-8d73-8d89a118494a,,ICD-11-WHO:9C85.02,Inappropriate saccades (Eye diagnosis),Inappropriate saccades - ICD-11-WHO:9C85.02,Inappropriate saccades,Diagnosis,N/A,,,
dc70264e-f1ed-4941-ae7e-a1599c0e34eb,,ICD-11-WHO:9C85.0Y,Other specified anomalies of saccadic eye movements (Eye diagnosis),Other specified anomalies of saccadic eye movements - ICD-11-WHO:9C85.0Y,Other specified anomalies of saccadic eye movements,Diagnosis,N/A,,,
64a09b8c-8c14-4abb-8e64-35d1244a572c,,ICD-11-WHO:9C85.0Z,Anomalies of saccadic eye movements unspecified (Eye diagnosis),Anomalies of saccadic eye movements unspecified - ICD-11-WHO:9C85.0Z,Anomalies of saccadic eye movements unspecified,Diagnosis,N/A,,,
ad5d6321-30ab-484d-a036-27c38b5d8421,,ICD-11-WHO:9C85.1,Anomalies of smooth pursuit movements (Eye diagnosis),Anomalies of smooth pursuit movements - ICD-11-WHO:9C85.1,Anomalies of smooth pursuit movements,Diagnosis,N/A,,,
5d486622-a34e-4d39-9428-14282c35a0b8,,ICD-11-WHO:9C85.2,Nonorganic eye movement disorders (Eye diagnosis),Nonorganic eye movement disorders - ICD-11-WHO:9C85.2,Nonorganic eye movement disorders,Diagnosis,N/A,,,
9ce1930d-81f0-44db-b79f-e87ddc127296,,ICD-11-WHO:9C85.Y,Other specified irregular eye movements (Eye diagnosis),Other specified irregular eye movements - ICD-11-WHO:9C85.Y,Other specified irregular eye movements,Diagnosis,N/A,,,
0239d535-a7da-453a-8c16-4be10032601d,,ICD-11-WHO:9C85.Z,Irregular eye movements unspecified (Eye diagnosis),Irregular eye movements unspecified - ICD-11-WHO:9C85.Z,Irregular eye movements unspecified,Diagnosis,N/A,,,
8b9358cc-853f-4912-9454-992f57604715,,ICD-11-WHO:9C8Y,Other specified strabismus or ocular motility disorders (Eye diagnosis),Other specified strabismus or ocular motility disorders - ICD-11-WHO:9C8Y,Other specified strabismus or ocular motility disorders,Diagnosis,N/A,,,
8bca1801-784e-4e79-a9a0-318870c90f33,,ICD-11-WHO:9C8Z,Strabismus or ocular motility disorders unspecified (Eye diagnosis),Strabismus or ocular motility disorders unspecified - ICD-11-WHO:9C8Z,Strabismus or ocular motility disorders unspecified,Diagnosis,N/A,,,
a5b60c70-f28b-497d-8b3e-91fcf7d01fd6,,ICD-11-WHO:9D00,Disorders of refraction (Eye diagnosis),Disorders of refraction - ICD-11-WHO:9D00,Disorders of refraction,Diagnosis,N/A,,,
a10579a2-e3a5-4cb9-8a0a-66cd466ccbe7,,ICD-11-WHO:9D00.Y,Other specified disorders of refraction (Eye diagnosis),Other specified disorders of refraction - ICD-11-WHO:9D00.Y,Other specified disorders of refraction,Diagnosis,N/A,,,
e0a15d89-2588-4759-9cb1-c10ae60f0ab5,,ICD-11-WHO:9D00.Z,Disorders of refraction unspecified (Eye diagnosis),Disorders of refraction unspecified - ICD-11-WHO:9D00.Z,Disorders of refraction unspecified,Diagnosis,N/A,,,
4ed08cc2-001b-4670-9ae4-eb12dfdda4e7,,ICD-11-WHO:9D01,Disorders of accommodation (Eye diagnosis),Disorders of accommodation - ICD-11-WHO:9D01,Disorders of accommodation,Diagnosis,N/A,,,
78f2c9ae-4176-4313-a7ad-9c3cff5f8e26,,ICD-11-WHO:9D01.2,Spasm of accommodation (Eye diagnosis),Spasm of accommodation - ICD-11-WHO:9D01.2,Spasm of accommodation,Diagnosis,N/A,,,
955d15ad-9ba3-4a27-b78e-6f83a422ac12,,ICD-11-WHO:9D01.Y,Other specified disorders of accommodation (Eye diagnosis),Other specified disorders of accommodation - ICD-11-WHO:9D01.Y,Other specified disorders of accommodation,Diagnosis,N/A,,,
6db0813a-3fc0-4041-baf8-084076719e52,,ICD-11-WHO:9D01.Z,Disorders of accommodation unspecified (Eye diagnosis),Disorders of accommodation unspecified - ICD-11-WHO:9D01.Z,Disorders of accommodation unspecified,Diagnosis,N/A,,,
07b9d52c-2739-4704-8da4-907a5326854e,,ICD-11-WHO:9D0Y,Other specified disorders of refraction or accommodation (Eye diagnosis),Other specified disorders of refraction or accommodation - ICD-11-WHO:9D0Y,Other specified disorders of refraction or accommodation,Diagnosis,N/A,,,
54f673c6-3113-4de5-969b-8ed128702073,,ICD-11-WHO:9D0Z,Disorders of refraction or accommodation unspecified (Eye diagnosis),Disorders of refraction or accommodation unspecified - ICD-11-WHO:9D0Z,Disorders of refraction or accommodation unspecified,Diagnosis,N/A,,,
f339f0ec-4c65-4144-92b3-0f99bdfce5fb,,ICD-11-WHO:9D20,Bullous aphakic keratopathy following cataract surgery (Eye diagnosis),Bullous aphakic keratopathy following cataract surgery - ICD-11-WHO:9D20,Bullous aphakic keratopathy following cataract surgery,Diagnosis,N/A,,,
45e6b741-5108-4214-8586-c3bb8d1ab2f3,,ICD-11-WHO:9D21,Cataract lens fragments in eye following cataract surgery (Eye diagnosis),Cataract lens fragments in eye following cataract surgery - ICD-11-WHO:9D21,Cataract lens fragments in eye following cataract surgery,Diagnosis,N/A,,,
ae8d642f-cbef-406b-9364-9012c9f009d5,,ICD-11-WHO:9D22,Chorioretinal scars after surgery for detachment (Eye diagnosis),Chorioretinal scars after surgery for detachment - ICD-11-WHO:9D22,Chorioretinal scars after surgery for detachment,Diagnosis,N/A,,,
86d9eaf3-2fd2-492e-90b1-dfaaf5bee086,,ICD-11-WHO:9D23,Conjunctival blebitis after glaucoma surgery (Eye diagnosis),Conjunctival blebitis after glaucoma surgery - ICD-11-WHO:9D23,Conjunctival blebitis after glaucoma surgery,Diagnosis,N/A,,,
7cd7cff9-f03b-4528-9864-5ddd8b9a79cf,,ICD-11-WHO:9D24,Complications with glaucoma drainage devices (Eye diagnosis),Complications with glaucoma drainage devices - ICD-11-WHO:9D24,Complications with glaucoma drainage devices,Diagnosis,N/A,,,
0d051284-2116-4ec7-ac39-d62511dada95,,ICD-11-WHO:9D25,Glaucoma due to ocular surgery or laser (Eye diagnosis),Glaucoma due to ocular surgery or laser - ICD-11-WHO:9D25,Glaucoma due to ocular surgery or laser,Diagnosis,N/A,,,
c2922756-3a1f-4655-9799-45fb41606c77,,ICD-11-WHO:9D40,Impairment of visual acuity (Eye diagnosis),Impairment of visual acuity - ICD-11-WHO:9D40,Impairment of visual acuity,Diagnosis,N/A,,,
3f52a213-e532-4868-8fc5-444a1ced2469,,ICD-11-WHO:9D41,Impairment of visual field (Eye diagnosis),Impairment of visual field - ICD-11-WHO:9D41,Impairment of visual field,Diagnosis,N/A,,,
8c71d463-eeb4-455a-a943-2c732fbd1ad0,,ICD-11-WHO:9D42,Patterns of visual field impairment (Eye diagnosis),Patterns of visual field impairment - ICD-11-WHO:9D42,Patterns of visual field impairment,Diagnosis,N/A,,,
10355034-5768-4f99-82ba-f61433e98495,,ICD-11-WHO:9D42.0,Visual field loss pattern not specified (Eye diagnosis),Visual field loss pattern not specified - ICD-11-WHO:9D42.0,Visual field loss pattern not specified,Diagnosis,N/A,,,
9a2d3b5d-47b8-417b-a65d-ebce3aba475a,,ICD-11-WHO:9D42.1,Normal Visual Field (Eye diagnosis),Normal Visual Field - ICD-11-WHO:9D42.1,Normal Visual Field,Diagnosis,N/A,,,
f75f9c51-3ae9-45ca-b0e6-4402ac6c8285,,ICD-11-WHO:9D42.2,Peripheral field deficit (Eye diagnosis),Peripheral field deficit - ICD-11-WHO:9D42.2,Peripheral field deficit,Diagnosis,N/A,,,
7fc3d62e-a1c9-4cd1-a518-e394d3bb62aa,,ICD-11-WHO:9D42.22,Nasal step (Eye diagnosis),Nasal step - ICD-11-WHO:9D42.22,Nasal step,Diagnosis,N/A,,,
75b1ee9a-3f0f-435e-87a1-1d7efbf50763,,ICD-11-WHO:9D42.24,Isolated peripheral scotoma (Eye diagnosis),Isolated peripheral scotoma - ICD-11-WHO:9D42.24,Isolated peripheral scotoma,Diagnosis,N/A,,,
e09545bf-ef5f-4025-a988-ee82a4163953,,ICD-11-WHO:9D42.2Y,Other specified peripheral field deficit (Eye diagnosis),Other specified peripheral field deficit - ICD-11-WHO:9D42.2Y,Other specified peripheral field deficit,Diagnosis,N/A,,,
3059329a-5e98-4502-947e-62f4987e49b4,,ICD-11-WHO:9D42.2Z,Peripheral field deficit unspecified (Eye diagnosis),Peripheral field deficit unspecified - ICD-11-WHO:9D42.2Z,Peripheral field deficit unspecified,Diagnosis,N/A,,,
9fdd5521-75fc-420e-bd62-b3b37cbb0db8,,ICD-11-WHO:9D42.3,Hemianopic or quadrantic loss (Eye diagnosis),Hemianopic or quadrantic loss - ICD-11-WHO:9D42.3,Hemianopic or quadrantic loss,Diagnosis,N/A,,,
b0d5ab82-d999-48a3-b6f7-3cf2bc88ef91,,ICD-11-WHO:9D42.4,Central scotoma (Eye diagnosis),Central scotoma - ICD-11-WHO:9D42.4,Central scotoma,Diagnosis,N/A,,,
e63c27fc-801a-40d2-871a-8d7b3a813ce6,,ICD-11-WHO:9D42.5,Para-central scotoma (Eye diagnosis),Para-central scotoma - ICD-11-WHO:9D42.5,Para-central scotoma,Diagnosis,N/A,,,
89f801d9-1eb0-4bb7-b127-9af617443f1c,,ICD-11-WHO:9D42.6,Homonymous hemianopia or quadrant anopia (Eye diagnosis),Homonymous hemianopia or quadrant anopia - ICD-11-WHO:9D42.6,Homonymous hemianopia or quadrant anopia,Diagnosis,N/A,,,
2cfa48e6-3cc2-4af3-a268-d6b18a4f038d,,ICD-11-WHO:9D42.60,Right hemi-field homonymous hemianopia or quadrant anopia (Eye diagnosis),Right hemi-field homonymous hemianopia or quadrant anopia - ICD-11-WHO:9D42.60,Right hemi-field homonymous hemianopia or quadrant anopia,Diagnosis,N/A,,,
a7960906-4d06-43a1-b1e8-ea164ba774eb,,ICD-11-WHO:9D42.61,Left hemi-field homonymous hemianopia or quadrant anopia (Eye diagnosis),Left hemi-field homonymous hemianopia or quadrant anopia - ICD-11-WHO:9D42.61,Left hemi-field homonymous hemianopia or quadrant anopia,Diagnosis,N/A,,,
1113b5e3-b563-4c29-96e8-d4b63543ea55,,ICD-11-WHO:9D42.6Y,Other specified homonymous hemianopia or quadrant anopia (Eye diagnosis),Other specified homonymous hemianopia or quadrant anopia - ICD-11-WHO:9D42.6Y,Other specified homonymous hemianopia or quadrant anopia,Diagnosis,N/A,,,
f607679c-3c2b-4db1-b1fc-563e642ff600,,ICD-11-WHO:9D42.6Z,Homonymous hemianopia or quadrant anopia unspecified (Eye diagnosis),Homonymous hemianopia or quadrant anopia unspecified - ICD-11-WHO:9D42.6Z,Homonymous hemianopia or quadrant anopia unspecified,Diagnosis,N/A,,,
9c9146a8-83ec-4dcb-809c-09d01fc6975a,,ICD-11-WHO:9D42.7,Heteronymous hemianopia or quadrant anopia (Eye diagnosis),Heteronymous hemianopia or quadrant anopia - ICD-11-WHO:9D42.7,Heteronymous hemianopia or quadrant anopia,Diagnosis,N/A,,,
cc788267-cb7d-4c19-83b9-4d28c42e033f,,ICD-11-WHO:9D42.70,Bi-nasal defects heteronymous hemianopia or quadrant anopia (Eye diagnosis),Bi-nasal defects heteronymous hemianopia or quadrant anopia - ICD-11-WHO:9D42.70,Bi-nasal defects heteronymous hemianopia or quadrant anopia,Diagnosis,N/A,,,
7e172569-c9bf-4a7a-a467-859ddda8117a,,ICD-11-WHO:9D42.71,Bi-temporal defects heteronymous hemianopia or quadrant anopia (Eye diagnosis),Bi-temporal defects heteronymous hemianopia or quadrant anopia - ICD-11-WHO:9D42.71,Bi-temporal defects heteronymous hemianopia or quadrant anopia,Diagnosis,N/A,,,
50b25dca-3970-49bb-b38a-7792b6ab8f07,,ICD-11-WHO:9D42.7Y,Other specified heteronymous hemianopia or quadrant anopia (Eye diagnosis),Other specified heteronymous hemianopia or quadrant anopia - ICD-11-WHO:9D42.7Y,Other specified heteronymous hemianopia or quadrant anopia,Diagnosis,N/A,,,
fca31784-3448-4494-9278-945d9ac6c5e0,,ICD-11-WHO:9D42.7Z,Heteronymous hemianopia or quadrant anopia unspecified (Eye diagnosis),Heteronymous hemianopia or quadrant anopia unspecified - ICD-11-WHO:9D42.7Z,Heteronymous hemianopia or quadrant anopia unspecified,Diagnosis,N/A,,,
d7d325e6-904f-409a-9bfa-27dbcfc1ec8e,,ICD-11-WHO:9D42.8,Visual field loss other specified forms (Eye diagnosis),Visual field loss other specified forms - ICD-11-WHO:9D42.8,Visual field loss other specified forms,Diagnosis,N/A,,,
169f3c16-43c5-407e-8238-29f306378e28,,ICD-11-WHO:9D42.Y,Other specified patterns of visual field impairment (Eye diagnosis),Other specified patterns of visual field impairment - ICD-11-WHO:9D42.Y,Other specified patterns of visual field impairment,Diagnosis,N/A,,,
71914695-8404-46bf-a9af-ebb40bf1ef95,,ICD-11-WHO:9D42.Z,Patterns of visual field impairment unspecified (Eye diagnosis),Patterns of visual field impairment unspecified - ICD-11-WHO:9D42.Z,Patterns of visual field impairment unspecified,Diagnosis,N/A,,,
50c90282-c75c-4166-b516-08dbc69746cc,,ICD-11-WHO:9D43,Impairment of contrast vision (Eye diagnosis),Impairment of contrast vision - ICD-11-WHO:9D43,Impairment of contrast vision,Diagnosis,N/A,,,
cbcdf483-b2d0-40eb-a42e-e291138e79b4,,ICD-11-WHO:9D44,Impairment of colour vision (Eye diagnosis),Impairment of colour vision - ICD-11-WHO:9D44,Impairment of colour vision,Diagnosis,N/A,,,
66c409fa-815d-4847-a245-bfa92e08b51e,,ICD-11-WHO:9D45,Impairment of light sensitivity (Eye diagnosis),Impairment of light sensitivity - ICD-11-WHO:9D45,Impairment of light sensitivity,Diagnosis,N/A,,,
c94397f0-6ed3-4a0c-936a-dbcb62844e00,,ICD-11-WHO:9D46,Impairment of binocular functions (Eye diagnosis),Impairment of binocular functions - ICD-11-WHO:9D46,Impairment of binocular functions,Diagnosis,N/A,,,
a48472bb-cde0-4e6b-a88c-1ab832a39823,,ICD-11-WHO:9D52,Hemifield losses (Eye diagnosis),Hemifield losses - ICD-11-WHO:9D52,Hemifield losses,Diagnosis,N/A,,,
a0ec028f-49cc-495b-94f6-747efe8eeeaf,,ICD-11-WHO:9D53,Entoptic phenomena (Eye diagnosis),Entoptic phenomena - ICD-11-WHO:9D53,Entoptic phenomena,Diagnosis,N/A,,,
5395d1a8-3b6e-4577-9f06-0bbfc893fd6d,,ICD-11-WHO:9D54,Visual illusions (Eye diagnosis),Visual illusions - ICD-11-WHO:9D54,Visual illusions,Diagnosis,N/A,,,
8a753418-d53f-4b42-83f6-a92c5cc1948f,,ICD-11-WHO:9D55,Nonorganic visual loss (Eye diagnosis),Nonorganic visual loss - ICD-11-WHO:9D55,Nonorganic visual loss,Diagnosis,N/A,,,
6f7bb5ea-c427-4ac8-b2db-a00cbb82eaff,,ICD-11-WHO:9D56,Visual release hallucinations (Eye diagnosis),Visual release hallucinations - ICD-11-WHO:9D56,Visual release hallucinations,Diagnosis,N/A,,,
c6e5276a-d2f3-4004-950c-a7eca0bd64ae,,ICD-11-WHO:9D5Y,Other specified subjective visual experiences (Eye diagnosis),Other specified subjective visual experiences - ICD-11-WHO:9D5Y,Other specified subjective visual experiences,Diagnosis,N/A,,,
73a78b66-9e66-4e10-a6db-e8a13cc69a01,,ICD-11-WHO:9D5Z,Subjective visual experiences unspecified (Eye diagnosis),Subjective visual experiences unspecified - ICD-11-WHO:9D5Z,Subjective visual experiences unspecified,Diagnosis,N/A,,,
97ebad5d-536e-49d2-8fe2-f717a5372d11,,ICD-11-WHO:9D7Y,Other specified impairment of visual functions (Eye diagnosis),Other specified impairment of visual functions - ICD-11-WHO:9D7Y,Other specified impairment of visual functions,Diagnosis,N/A,,,
eecccf21-e484-4692-9fde-bd86ae5a429e,,ICD-11-WHO:9D7Z,Impairment of visual functions unspecified (Eye diagnosis),Impairment of visual functions unspecified - ICD-11-WHO:9D7Z,Impairment of visual functions unspecified,Diagnosis,N/A,,,
7a82beab-ea9b-4f75-a46c-4bb0d8f78633,,ICD-11-WHO:9D90,Vision impairment including blindness (Eye diagnosis),Vision impairment including blindness - ICD-11-WHO:9D90,Vision impairment including blindness,Diagnosis,N/A,,,
9d20814d-42f7-463a-95b0-cb2de77dc366,,ICD-11-WHO:9D90.0,No vision impairment (Eye diagnosis),No vision impairment - ICD-11-WHO:9D90.0,No vision impairment,Diagnosis,N/A,,,
f0794420-9208-450c-8b67-be4cd2da2943,,ICD-11-WHO:9D90.1,Mild vision impairment (Eye diagnosis),Mild vision impairment - ICD-11-WHO:9D90.1,Mild vision impairment,Diagnosis,N/A,,,
9ccb3a61-fdd3-4e95-b524-8356b4de4cf7,,ICD-11-WHO:9D90.2,Moderate vision impairment (Eye diagnosis),Moderate vision impairment - ICD-11-WHO:9D90.2,Moderate vision impairment,Diagnosis,N/A,,,
503796cb-4e82-4e06-b5aa-6ba593e03db7,,ICD-11-WHO:9D90.3,Severe vision impairment (Eye diagnosis),Severe vision impairment - ICD-11-WHO:9D90.3,Severe vision impairment,Diagnosis,N/A,,,
2dfce63b-1d17-4a61-97a4-10d3c6c1a3cd,,ICD-11-WHO:9D90.4,Blindness binocular (Eye diagnosis),Blindness binocular - ICD-11-WHO:9D90.4,Blindness binocular,Diagnosis,N/A,,,
646e6f33-6ee8-4c58-9c0b-a8d64dbb1483,,ICD-11-WHO:9D90.5,Blindness monocular (Eye diagnosis),Blindness monocular - ICD-11-WHO:9D90.5,Blindness monocular,Diagnosis,N/A,,,
bcc329ec-2173-4e2f-b66d-9c8a8c649aae,,ICD-11-WHO:9D90.Y,Other specified vision impairment including blindness (Eye diagnosis),Other specified vision impairment including blindness - ICD-11-WHO:9D90.Y,Other specified vision impairment including blindness,Diagnosis,N/A,,,
2f843fb4-dd15-4b4c-a5cc-525a8e33027f,,ICD-11-WHO:9D90.Z,Vision impairment including blindness unspecified (Eye diagnosis),Vision impairment including blindness unspecified - ICD-11-WHO:9D90.Z,Vision impairment including blindness unspecified,Diagnosis,N/A,,,
7df5ccff-bec7-4a83-a194-8e259a4b9784,,ICD-11-WHO:9D91,Near vision deficits (Eye diagnosis),Near vision deficits - ICD-11-WHO:9D91,Near vision deficits,Diagnosis,N/A,,,
1de42d0b-9625-4b3d-88a4-aa70010ad88b,,ICD-11-WHO:9D92,Specific vision dysfunctions (Eye diagnosis),Specific vision dysfunctions - ICD-11-WHO:9D92,Specific vision dysfunctions,Diagnosis,N/A,,,
0153f597-ec2a-479d-bdaf-2189c3bfa0b5,,ICD-11-WHO:9D93,Complex vision-related dysfunctions (Eye diagnosis),Complex vision-related dysfunctions - ICD-11-WHO:9D93,Complex vision-related dysfunctions,Diagnosis,N/A,,,
dd9d3d3b-b9af-4a34-a0d8-b69e50f2a8e5,,ICD-11-WHO:9D9Y,Other specified vision impairment (Eye diagnosis),Other specified vision impairment - ICD-11-WHO:9D9Y,Other specified vision impairment,Diagnosis,N/A,,,
32018488-ad7c-4786-85e9-67a4bb1b74b9,,ICD-11-WHO:9D9Z,Vision impairment unspecified (Eye diagnosis),Vision impairment unspecified - ICD-11-WHO:9D9Z,Vision impairment unspecified,Diagnosis,N/A,,,
06022af0-a978-467d-bcc3-8f9621bca2c8,,ICD-11-WHO:9E1Y,Other specified diseases of the visual system (Eye diagnosis),Other specified diseases of the visual system - ICD-11-WHO:9E1Y,Other specified diseases of the visual system,Diagnosis,N/A,,,
4cadcc09-8119-4f09-8095-33eb068805ea,,ICD-11-WHO:9E1Z,Diseases of the visual system unspecified (Eye diagnosis),Diseases of the visual system unspecified - ICD-11-WHO:9E1Z,Diseases of the visual system unspecified,Diagnosis,N/A,,,
a1ed9988-45e0-4fdf-a46d-dca4ad1b602f,,ICD-11-WHO:NA06.00,Eyelid Avulsion (Eye diagnosis),Eyelid Avulsion - ICD-11-WHO:NA06.00,Eyelid Avulsion,Diagnosis,N/A,,,
00121eb8-89ea-4fc7-880b-427ed05ba848,,ICD-11-WHO:NA06.01,Haematoma of eyelid (Eye diagnosis),Haematoma of eyelid - ICD-11-WHO:NA06.01,Haematoma of eyelid,Diagnosis,N/A,,,
8c384e47-e1d9-42e7-98a4-6877a9c4bf7c,,ICD-11-WHO:NA06.02,Oedema of eyelid (Eye diagnosis),Oedema of eyelid - ICD-11-WHO:NA06.02,Oedema of eyelid,Diagnosis,N/A,,,
4c531d01-96a2-4026-982a-d69cded88d90,,ICD-11-WHO:NA06.03,Retained foreign body in eyelid (Eye diagnosis),Retained foreign body in eyelid - ICD-11-WHO:NA06.03,Retained foreign body in eyelid,Diagnosis,N/A,,,
