Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,_version:1,_order:35
1440763f-1e95-4b67-b2a3-9d36cef926b0,,ICD-11-WHO:9B5Z,Disorders of sclera unspecified (Eye diagnosis),Disorders of sclera unspecified - ICD-11-WHO:9B5Z,Disorders of sclera unspecified,Diagnosis,N/A,,,
7da742ac-823b-429e-a7f6-52b6597af7e1,,ICD-11-WHO:9B61,Choroidal dystrophy (Eye diagnosis),Choroidal dystrophy - ICD-11-WHO:9B61,Choroidal dystrophy,Diagnosis,N/A,,,
15319029-8bcc-4dab-80ef-5aa92b1f1967,,ICD-11-WHO:9B62,Chorioretinal scars (Eye diagnosis),Chorioretinal scars - ICD-11-WHO:9B62,Chorioretinal scars,Diagnosis,N/A,,,
b650159c-2a88-4050-9199-9a163dfc9743,,ICD-11-WHO:9B63,Choroidal haemorrhage or rupture (Eye diagnosis),Choroidal haemorrhage or rupture - ICD-11-WHO:9B63,Choroidal haemorrhage or rupture,Diagnosis,N/A,,,
1d62ce68-18c1-4897-b4e2-db3672e47d64,,ICD-11-WHO:9B65.0,Noninfectious posterior choroiditis (Eye diagnosis),Noninfectious posterior choroiditis - ICD-11-WHO:9B65.0,Noninfectious posterior choroiditis,Diagnosis,N/A,,,
81b1c2b2-ecfb-4680-91f2-eaedf9489af9,,ICD-11-WHO:9B65.1,Infectious posterior choroiditis (Eye diagnosis),Infectious posterior choroiditis - ICD-11-WHO:9B65.1,Infectious posterior choroiditis,Diagnosis,N/A,,,
6f649040-f5f2-48ff-a191-446abbd15f9e,,ICD-11-WHO:9B65.2,Chorioretinal inflammation (Eye diagnosis),Chorioretinal inflammation - ICD-11-WHO:9B65.2,Chorioretinal inflammation,Diagnosis,N/A,,,
a147c126-2cde-48f2-bd75-e3fe481f2f35,,ICD-11-WHO:9B65.Z,Choroiditis unspecified (Eye diagnosis),Choroiditis unspecified - ICD-11-WHO:9B65.Z,Choroiditis unspecified,Diagnosis,N/A,,,
31c78ac1-7358-45f1-b1e4-976b9ad65c08,,ICD-11-WHO:9B66,Intermediate choroiditis (Eye diagnosis),Intermediate choroiditis - ICD-11-WHO:9B66,Intermediate choroiditis,Diagnosis,N/A,,,
38b88ec1-141a-46bd-8067-0b78c2e38d18,,ICD-11-WHO:9B66.0,Noninfectious intermediate choroiditis (Eye diagnosis),Noninfectious intermediate choroiditis - ICD-11-WHO:9B66.0,Noninfectious intermediate choroiditis,Diagnosis,N/A,,,
ee375b5b-e290-47d3-a132-d1138f805989,,ICD-11-WHO:9B66.1,Infectious intermediate choroiditis (Eye diagnosis),Infectious intermediate choroiditis - ICD-11-WHO:9B66.1,Infectious intermediate choroiditis,Diagnosis,N/A,,,
00a6cc67-1af0-4bc9-9859-8e544f3268d6,,ICD-11-WHO:9B66.Z,Intermediate choroiditis unspecified (Eye diagnosis),Intermediate choroiditis unspecified - ICD-11-WHO:9B66.Z,Intermediate choroiditis unspecified,Diagnosis,N/A,,,
144b8cf1-f016-4862-ab6c-6c230bac671c,,ICD-11-WHO:9B6Y,Other specified disorders of the choroid (Eye diagnosis),Other specified disorders of the choroid - ICD-11-WHO:9B6Y,Other specified disorders of the choroid,Diagnosis,N/A,,,
78bfc577-6e49-4c08-b672-d06149c67df2,,ICD-11-WHO:9B6Z,Disorders of the choroid unspecified (Eye diagnosis),Disorders of the choroid unspecified - ICD-11-WHO:9B6Z,Disorders of the choroid unspecified,Diagnosis,N/A,,,
9db8b5e9-8c7b-422a-9072-b8e3e8dc93e6,,ICD-11-WHO:9B70,Inherited retinal dystrophies (Eye diagnosis),Inherited retinal dystrophies - ICD-11-WHO:9B70,Inherited retinal dystrophies,Diagnosis,N/A,,,
42903947-1672-4f84-9272-508794c8e00a,,ICD-11-WHO:9B71.02,Diabetic macular oedema (Eye diagnosis),Diabetic macular oedema - ICD-11-WHO:9B71.02,Diabetic macular oedema,Diagnosis,N/A,,,
16d928fd-b326-43cd-96a0-09077842ca01,,ICD-11-WHO:9B71.0Z,Diabetic retinopathy unspecified (Eye diagnosis),Diabetic retinopathy unspecified - ICD-11-WHO:9B71.0Z,Diabetic retinopathy unspecified,Diagnosis,N/A,,,
db1badef-a80a-453f-afcc-f79494bcf70f,,ICD-11-WHO:9B71.4,Paraneoplastic retinopathy (Eye diagnosis),Paraneoplastic retinopathy - ICD-11-WHO:9B71.4,Paraneoplastic retinopathy,Diagnosis,N/A,,,
5228dbce-846c-483c-80ea-0712a51ed0bd,,ICD-11-WHO:9B71.40,Melanoma associated retinopathy (Eye diagnosis),Melanoma associated retinopathy - ICD-11-WHO:9B71.40,Melanoma associated retinopathy,Diagnosis,N/A,,,
2ca351cf-596a-415f-b1a5-90099e7b8993,,ICD-11-WHO:9B71.4Y,Other specified paraneoplastic retinopathy (Eye diagnosis),Other specified paraneoplastic retinopathy - ICD-11-WHO:9B71.4Y,Other specified paraneoplastic retinopathy,Diagnosis,N/A,,,
ea95f486-d13a-4aba-b314-9c4a8eb983c6,,ICD-11-WHO:9B71.4Z,Paraneoplastic retinopathy unspecified (Eye diagnosis),Paraneoplastic retinopathy unspecified - ICD-11-WHO:9B71.4Z,Paraneoplastic retinopathy unspecified,Diagnosis,N/A,,,
c20d99ce-7c02-49e1-bc62-36d0b805cb3f,,ICD-11-WHO:9B71.5,Autoimmune retinopathy (Eye diagnosis),Autoimmune retinopathy - ICD-11-WHO:9B71.5,Autoimmune retinopathy,Diagnosis,N/A,,,
a45002ae-962c-44fa-9d0e-5cc521418ada,,ICD-11-WHO:9B71.Y,Other specified retinopathy (Eye diagnosis),Other specified retinopathy - ICD-11-WHO:9B71.Y,Other specified retinopathy,Diagnosis,N/A,,,
6d098302-4807-476a-9539-67402ad80953,,ICD-11-WHO:9B71.Z,Retinopathy unspecified (Eye diagnosis),Retinopathy unspecified - ICD-11-WHO:9B71.Z,Retinopathy unspecified,Diagnosis,N/A,,,
5b3a1254-82b5-4b2f-bf9f-380071f417ad,,ICD-11-WHO:9B72,Inflammatory diseases of the retina (Eye diagnosis),Inflammatory diseases of the retina - ICD-11-WHO:9B72,Inflammatory diseases of the retina,Diagnosis,N/A,,,
d1caef8e-83fd-4282-818d-357fff132cc3,,ICD-11-WHO:9B72.0,Viral retinitis (Eye diagnosis),Viral retinitis - ICD-11-WHO:9B72.0,Viral retinitis,Diagnosis,N/A,,,
439a41bd-8b80-445d-bbac-04c181efc6b9,,ICD-11-WHO:9B72.01,HIV retinitis (Eye diagnosis),HIV retinitis - ICD-11-WHO:9B72.01,HIV retinitis,Diagnosis,N/A,,,
60247f06-48fe-4410-a3af-baee106c4274,,ICD-11-WHO:9B72.0Y,Other specified viral retinitis (Eye diagnosis),Other specified viral retinitis - ICD-11-WHO:9B72.0Y,Other specified viral retinitis,Diagnosis,N/A,,,
7db5696a-7a0a-410d-aeb3-2a233040d46a,,ICD-11-WHO:9B72.0Z,Viral retinitis unspecified (Eye diagnosis),Viral retinitis unspecified - ICD-11-WHO:9B72.0Z,Viral retinitis unspecified,Diagnosis,N/A,,,
28a04707-11d3-40a5-b773-8d81dc56db9c,,ICD-11-WHO:9B72.Y,Other specified inflammatory diseases of the retina (Eye diagnosis),Other specified inflammatory diseases of the retina - ICD-11-WHO:9B72.Y,Other specified inflammatory diseases of the retina,Diagnosis,N/A,,,
133530f4-7013-4f4f-b396-3cbecefb5996,,ICD-11-WHO:9B72.Z,Inflammatory diseases of the retina unspecified (Eye diagnosis),Inflammatory diseases of the retina unspecified - ICD-11-WHO:9B72.Z,Inflammatory diseases of the retina unspecified,Diagnosis,N/A,,,
69535998-cf22-4231-af65-6df7a52733a0,,ICD-11-WHO:9B73,Retinal detachments or breaks (Eye diagnosis),Retinal detachments or breaks - ICD-11-WHO:9B73,Retinal detachments or breaks,Diagnosis,N/A,,,
5f181e92-e70d-4838-8d24-5c8674cb87d4,,ICD-11-WHO:9B73.0,Retinal detachment with retinal break (Eye diagnosis),Retinal detachment with retinal break - ICD-11-WHO:9B73.0,Retinal detachment with retinal break,Diagnosis,N/A,,,
2214ed06-54ba-4b2a-861d-b1d5a5174a6d,,ICD-11-WHO:9B73.10,Adult retinoschisis (Eye diagnosis),Adult retinoschisis - ICD-11-WHO:9B73.10,Adult retinoschisis,Diagnosis,N/A,,,
6e486b97-ef02-4ba6-b246-9db0803a9423,,ICD-11-WHO:9B73.1Y,Other specified retinoschisis (Eye diagnosis),Other specified retinoschisis - ICD-11-WHO:9B73.1Y,Other specified retinoschisis,Diagnosis,N/A,,,
753a8709-b125-4a65-8690-dbe891284bc2,,ICD-11-WHO:9B73.1Z,Retinoschisis unspecified (Eye diagnosis),Retinoschisis unspecified - ICD-11-WHO:9B73.1Z,Retinoschisis unspecified,Diagnosis,N/A,,,
2f1e64d7-1e1d-47bc-99cc-b8e784ad9aef,,ICD-11-WHO:9B73.2,Retinal cysts (Eye diagnosis),Retinal cysts - ICD-11-WHO:9B73.2,Retinal cysts,Diagnosis,N/A,,,
81f0789f-b58b-4259-aa5a-68c803aa923e,,ICD-11-WHO:9B73.4,Retinal breaks without detachment (Eye diagnosis),Retinal breaks without detachment - ICD-11-WHO:9B73.4,Retinal breaks without detachment,Diagnosis,N/A,,,
d8795ea5-9abc-406a-9774-a853385241e2,,ICD-11-WHO:9B73.Y,Other specified retinal detachments or breaks (Eye diagnosis),Other specified retinal detachments or breaks - ICD-11-WHO:9B73.Y,Other specified retinal detachments or breaks,Diagnosis,N/A,,,
061c7510-bf9b-4fcb-b34d-e04c07403b6d,,ICD-11-WHO:9B73.Z,Retinal detachments or breaks unspecified (Eye diagnosis),Retinal detachments or breaks unspecified - ICD-11-WHO:9B73.Z,Retinal detachments or breaks unspecified,Diagnosis,N/A,,,
345fc21a-2cc0-4055-9b0d-ae05d22bdd47,,ICD-11-WHO:9B74,Retinal vascular occlusions (Eye diagnosis),Retinal vascular occlusions - ICD-11-WHO:9B74,Retinal vascular occlusions,Diagnosis,N/A,,,
5ed4a173-f712-43cd-96e7-ac3559adf7ff,,ICD-11-WHO:9B74.0,Retinal artery occlusions (Eye diagnosis),Retinal artery occlusions - ICD-11-WHO:9B74.0,Retinal artery occlusions,Diagnosis,N/A,,,
0e24c060-56ca-4e3a-8162-e2110cd22b12,,ICD-11-WHO:9B74.1,Retinal venous occlusions (Eye diagnosis),Retinal venous occlusions - ICD-11-WHO:9B74.1,Retinal venous occlusions,Diagnosis,N/A,,,
8062d8ae-363d-4559-9079-68e7b5eaafa4,,ICD-11-WHO:9B74.2,Combined retinal arterial and vein occlusion (Eye diagnosis),Combined retinal arterial and vein occlusion - ICD-11-WHO:9B74.2,Combined retinal arterial and vein occlusion,Diagnosis,N/A,,,
9ff332f3-2043-4162-b5de-5c88449f2a6a,,ICD-11-WHO:9B74.Y,Other specified retinal vascular occlusions (Eye diagnosis),Other specified retinal vascular occlusions - ICD-11-WHO:9B74.Y,Other specified retinal vascular occlusions,Diagnosis,N/A,,,
3877fad5-4e3d-473d-812f-6e26e2af6a8d,,ICD-11-WHO:9B74.Z,Retinal vascular occlusions unspecified (Eye diagnosis),Retinal vascular occlusions unspecified - ICD-11-WHO:9B74.Z,Retinal vascular occlusions unspecified,Diagnosis,N/A,,,
1a17c271-89d0-4071-aed6-5adee8bf3d4f,,ICD-11-WHO:9B75,Macular disorders (Eye diagnosis),Macular disorders - ICD-11-WHO:9B75,Macular disorders,Diagnosis,N/A,,,
a56b710f-b055-4ddb-92be-ffd0898d8636,,ICD-11-WHO:9B75.0,Age-related macular degeneration (Eye diagnosis),Age-related macular degeneration - ICD-11-WHO:9B75.0,Age-related macular degeneration,Diagnosis,N/A,,,
507bdff0-a6c0-49f6-93e6-db179cc700b0,,ICD-11-WHO:9B75.00,Early age-related macular degeneration (Eye diagnosis),Early age-related macular degeneration - ICD-11-WHO:9B75.00,Early age-related macular degeneration,Diagnosis,N/A,,,
a53dfebb-1234-449e-ab25-86dc1405289d,,ICD-11-WHO:9B75.01,Intermediate age-related macular degeneration (Eye diagnosis),Intermediate age-related macular degeneration - ICD-11-WHO:9B75.01,Intermediate age-related macular degeneration,Diagnosis,N/A,,,
5cc8b518-f322-4da3-bfee-1984cc3dea8d,,ICD-11-WHO:9B75.02,Advanced age-related macular degeneration (Eye diagnosis),Advanced age-related macular degeneration - ICD-11-WHO:9B75.02,Advanced age-related macular degeneration,Diagnosis,N/A,,,
14f77507-b62d-467d-97f1-f14b968be935,,ICD-11-WHO:9B75.03,Atrophic late-stage age-related macular degeneration (Eye diagnosis),Atrophic late-stage age-related macular degeneration - ICD-11-WHO:9B75.03,Atrophic late-stage age-related macular degeneration,Diagnosis,N/A,,,
8e84ef98-5bf7-43cf-b2df-58c18c96c0c4,,ICD-11-WHO:9B75.04,Neovascular late-stage age-related macular degeneration (Eye diagnosis),Neovascular late-stage age-related macular degeneration - ICD-11-WHO:9B75.04,Neovascular late-stage age-related macular degeneration,Diagnosis,N/A,,,
8f22a00f-d9cf-4a31-b85a-e6280ee43ba0,,ICD-11-WHO:MC20.1,Small drusen of the macula (Eye diagnosis),Small drusen of the macula - ICD-11-WHO:MC20.1,Small drusen of the macula,Diagnosis,N/A,,,
67ff26ca-c306-4aaf-a287-85c55a384553,,ICD-11-WHO:9B75.0Y,Other specified age-related macular degeneration (Eye diagnosis),Other specified age-related macular degeneration - ICD-11-WHO:9B75.0Y,Other specified age-related macular degeneration,Diagnosis,N/A,,,
f1528724-7eb2-4f58-945e-9d4a48f5f06a,,ICD-11-WHO:9B75.0Z,Age-related macular degeneration unspecified (Eye diagnosis),Age-related macular degeneration unspecified - ICD-11-WHO:9B75.0Z,Age-related macular degeneration unspecified,Diagnosis,N/A,,,
66db62f8-d5b6-400c-b0ae-807873cfa41c,,ICD-11-WHO:9B75.1,Non-traumatic macular hole (Eye diagnosis),Non-traumatic macular hole - ICD-11-WHO:9B75.1,Non-traumatic macular hole,Diagnosis,N/A,,,
b862d659-6c95-4761-a01f-4cfbd37119fa,,ICD-11-WHO:9B75.3,Macular telangiectasia (Eye diagnosis),Macular telangiectasia - ICD-11-WHO:9B75.3,Macular telangiectasia,Diagnosis,N/A,,,
b85cd87d-2ebd-406a-ab15-16ba23d16a49,,ICD-11-WHO:9B75.Y,Other specified macular disorders (Eye diagnosis),Other specified macular disorders - ICD-11-WHO:9B75.Y,Other specified macular disorders,Diagnosis,N/A,,,
96f06e5a-4da2-487f-8b60-23090e93bf55,,ICD-11-WHO:9B75.Z,Macular disorders unspecified (Eye diagnosis),Macular disorders unspecified - ICD-11-WHO:9B75.Z,Macular disorders unspecified,Diagnosis,N/A,,,
e79df485-e688-4b96-a927-b3820c06e140,,ICD-11-WHO:9B76,Degenerative high myopia (Eye diagnosis),Degenerative high myopia - ICD-11-WHO:9B76,Degenerative high myopia,Diagnosis,N/A,,,
79cc8988-18e0-456d-9a85-57b9c0f71f8e,,ICD-11-WHO:9B77,Eales disease (Eye diagnosis),Eales disease - ICD-11-WHO:9B77,Eales disease,Diagnosis,N/A,,,
c155e4e3-5dd5-471c-8aea-e7c050d92e14,,ICD-11-WHO:9B78,Certain specified retinal disorders (Eye diagnosis),Certain specified retinal disorders - ICD-11-WHO:9B78,Certain specified retinal disorders,Diagnosis,N/A,,,
1798a21a-d9b8-4025-84bc-c058237df5be,,ICD-11-WHO:9B78.0,Retinal vasculopathy and cerebral leukodystrophy (Eye diagnosis),Retinal vasculopathy and cerebral leukodystrophy - ICD-11-WHO:9B78.0,Retinal vasculopathy and cerebral leukodystrophy,Diagnosis,N/A,,,
7ddb696c-796b-4cfb-b0b2-97a9408c2fb5,,ICD-11-WHO:9B78.1,Background retinopathy and retinal vascular changes (Eye diagnosis),Background retinopathy and retinal vascular changes - ICD-11-WHO:9B78.1,Background retinopathy and retinal vascular changes,Diagnosis,N/A,,,
ea0e0a65-31f5-4ffd-bf16-9b7669b8e249,,ICD-11-WHO:9B78.10,Changes in retinal vascular appearance (Eye diagnosis),Changes in retinal vascular appearance - ICD-11-WHO:9B78.10,Changes in retinal vascular appearance,Diagnosis,N/A,,,
ae75c535-4fab-4762-8af5-c4de2603c0b8,,ICD-11-WHO:9B78.13,Retinal telangiectasis (Eye diagnosis),Retinal telangiectasis - ICD-11-WHO:9B78.13,Retinal telangiectasis,Diagnosis,N/A,,,
a618df49-91b8-4b8d-92b7-bb72f3a46599,,ICD-11-WHO:9B78.1Y,Other specified background retinopathy and retinal vascular changes (Eye diagnosis),Other specified background retinopathy and retinal vascular changes - ICD-11-WHO:9B78.1Y,Other specified background retinopathy and retinal vascular changes,Diagnosis,N/A,,,
c3a9624d-c6b3-4c91-9697-1ae02ff608d2,,ICD-11-WHO:9B78.1Z,Background retinopathy and retinal vascular changes unspecified (Eye diagnosis),Background retinopathy and retinal vascular changes unspecified - ICD-11-WHO:9B78.1Z,Background retinopathy and retinal vascular changes unspecified,Diagnosis,N/A,,,
b3125468-5a27-4542-8b48-4269d9cc242a,,ICD-11-WHO:9B78.3,Degeneration of macula or posterior pole (Eye diagnosis),Degeneration of macula or posterior pole - ICD-11-WHO:9B78.3,Degeneration of macula or posterior pole,Diagnosis,N/A,,,
82c6c37e-9658-47f1-81f9-21392975c63e,,ICD-11-WHO:9B78.30,Reticular pseudodrusen (Eye diagnosis),Reticular pseudodrusen - ICD-11-WHO:9B78.30,Reticular pseudodrusen,Diagnosis,N/A,,,
c24d6606-e8ff-470b-93c5-008179ec7c75,,ICD-11-WHO:9B78.3Y,Other specified degeneration of macula or posterior pole (Eye diagnosis),Other specified degeneration of macula or posterior pole - ICD-11-WHO:9B78.3Y,Other specified degeneration of macula or posterior pole,Diagnosis,N/A,,,
58079197-d8db-4f22-aba0-839007759b84,,ICD-11-WHO:9B78.3Z,Degeneration of macula or posterior pole unspecified (Eye diagnosis),Degeneration of macula or posterior pole unspecified - ICD-11-WHO:9B78.3Z,Degeneration of macula or posterior pole unspecified,Diagnosis,N/A,,,
91b73199-2cad-4634-915a-2c729182c932,,ICD-11-WHO:9B78.5,Retinal haemorrhage (Eye diagnosis),Retinal haemorrhage - ICD-11-WHO:9B78.5,Retinal haemorrhage,Diagnosis,N/A,,,
1fcf318a-422c-40c3-ac0f-dc6e65f912cc,,ICD-11-WHO:9B78.6,Separation of retinal layers (Eye diagnosis),Separation of retinal layers - ICD-11-WHO:9B78.6,Separation of retinal layers,Diagnosis,N/A,,,
bcc27412-24ba-4fa4-bb21-09c45a64ebed,,ICD-11-WHO:9B78.61,Haemorrhagic detachment of retinal pigment epithelium (Eye diagnosis),Haemorrhagic detachment of retinal pigment epithelium - ICD-11-WHO:9B78.61,Haemorrhagic detachment of retinal pigment epithelium,Diagnosis,N/A,,,
c5eb1965-91d4-4517-bf8d-ee24467fd1a4,,ICD-11-WHO:9B78.6Y,Other specified separation of retinal layers (Eye diagnosis),Other specified separation of retinal layers - ICD-11-WHO:9B78.6Y,Other specified separation of retinal layers,Diagnosis,N/A,,,
5755ca07-8ffb-436c-9be0-221bf65c9fbb,,ICD-11-WHO:9B78.6Z,Separation of retinal layers unspecified (Eye diagnosis),Separation of retinal layers unspecified - ICD-11-WHO:9B78.6Z,Separation of retinal layers unspecified,Diagnosis,N/A,,,
02b8eed0-7cf4-49a7-afc4-7e07d7a17700,,ICD-11-WHO:9B78.7,Retinal oedema (Eye diagnosis),Retinal oedema - ICD-11-WHO:9B78.7,Retinal oedema,Diagnosis,N/A,,,
670c68b0-de41-4250-aad6-09cf5f2fedbc,,ICD-11-WHO:9B78.9,Retinal atrophy (Eye diagnosis),Retinal atrophy - ICD-11-WHO:9B78.9,Retinal atrophy,Diagnosis,N/A,,,
c69709a2-ecf0-4190-8ea0-99c9c5aa2875,,ICD-11-WHO:9B7Y,Other specified disorders of the retina (Eye diagnosis),Other specified disorders of the retina - ICD-11-WHO:9B7Y,Other specified disorders of the retina,Diagnosis,N/A,,,
996fc34b-87f3-405d-9259-6a91fb3ee449,,ICD-11-WHO:9B7Z,Disorders of the retina unspecified (Eye diagnosis),Disorders of the retina unspecified - ICD-11-WHO:9B7Z,Disorders of the retina unspecified,Diagnosis,N/A,,,
1cc97634-16a6-48fe-890a-d8c00f0588c7,,ICD-11-WHO:9B80,Inherited vitreoretinal disorders (Eye diagnosis),Inherited vitreoretinal disorders - ICD-11-WHO:9B80,Inherited vitreoretinal disorders,Diagnosis,N/A,,,
1c5eaa59-3c9e-4357-ab4a-83ea82de4cfb,,ICD-11-WHO:9B83,Vitreous haemorrhage (Eye diagnosis),Vitreous haemorrhage - ICD-11-WHO:9B83,Vitreous haemorrhage,Diagnosis,N/A,,,
dfca28fa-4494-4df6-a547-75e15f8e1d7b,,ICD-11-WHO:9B84,Vitreous opacities membranes or strands (Eye diagnosis),Vitreous opacities membranes or strands - ICD-11-WHO:9B84,Vitreous opacities membranes or strands,Diagnosis,N/A,,,
5b43093f-5624-4e4b-aee3-02cb43e6b42f,,ICD-11-WHO:9B8Y,Other specified disorders of the vitreous body (Eye diagnosis),Other specified disorders of the vitreous body - ICD-11-WHO:9B8Y,Other specified disorders of the vitreous body,Diagnosis,N/A,,,
d24d6b17-a3d7-4181-9927-74e237508727,,ICD-11-WHO:9B8Z,Disorders of the vitreous body unspecified (Eye diagnosis),Disorders of the vitreous body unspecified - ICD-11-WHO:9B8Z,Disorders of the vitreous body unspecified,Diagnosis,N/A,,,
2d1ff88b-f1fb-4482-8950-4c26cace488e,,ICD-11-WHO:9C0Y,Other specified disorders of the eyeball - posterior segment (Eye diagnosis),Other specified disorders of the eyeball - posterior segment - ICD-11-WHO:9C0Y,Other specified disorders of the eyeball - posterior segment,Diagnosis,N/A,,,
9fe2eee0-4f0c-4ff9-aa73-14220b46ee50,,ICD-11-WHO:9C0Z,Disorders of the eyeball - posterior segment unspecified (Eye diagnosis),Disorders of the eyeball - posterior segment unspecified - ICD-11-WHO:9C0Z,Disorders of the eyeball - posterior segment unspecified,Diagnosis,N/A,,,
22630b60-e9f1-49a8-99be-a64eedc33d4f,,ICD-11-WHO:9C20.0,Noninfectious panuveitis (Eye diagnosis),Noninfectious panuveitis - ICD-11-WHO:9C20.0,Noninfectious panuveitis,Diagnosis,N/A,,,
e49d3973-a8eb-4465-b1a2-eaa26ee64388,,ICD-11-WHO:9C20.1,Infectious panuveitis (Eye diagnosis),Infectious panuveitis - ICD-11-WHO:9C20.1,Infectious panuveitis,Diagnosis,N/A,,,
a6c4e560-442b-4bf6-8d21-4743e0bf05bd,,ICD-11-WHO:9C20.Y,Other specified panuveitis (Eye diagnosis),Other specified panuveitis - ICD-11-WHO:9C20.Y,Other specified panuveitis,Diagnosis,N/A,,,
7c8b5464-9c5c-44b3-9ec7-6d68b8b3e910,,ICD-11-WHO:9C20.Z,Panuveitis unspecified (Eye diagnosis),Panuveitis unspecified - ICD-11-WHO:9C20.Z,Panuveitis unspecified,Diagnosis,N/A,,,
484b7230-800c-4e51-9fa8-d359da98f56c,,ICD-11-WHO:9C21.Y,Other specified endophthalmitis (Eye diagnosis),Other specified endophthalmitis - ICD-11-WHO:9C21.Y,Other specified endophthalmitis,Diagnosis,N/A,,,
ffaac40d-2664-45bc-9c7a-ae5c6c6ab8c6,,ICD-11-WHO:9C21.Z,Endophthalmitis unspecified (Eye diagnosis),Endophthalmitis unspecified - ICD-11-WHO:9C21.Z,Endophthalmitis unspecified,Diagnosis,N/A,,,
fe2fcaf5-0a84-4804-90e0-626e4622951b,,ICD-11-WHO:9C22,Eyeball deformity (Eye diagnosis),Eyeball deformity - ICD-11-WHO:9C22,Eyeball deformity,Diagnosis,N/A,,,
874ee050-8594-4b82-be3e-b4b9f64a438e,,ICD-11-WHO:9C22.0,Atrophic Bulbi (Eye diagnosis),Atrophic Bulbi - ICD-11-WHO:9C22.0,Atrophic Bulbi,Diagnosis,N/A,,,
afe57e3b-fe64-49bc-ada1-26ce4620f499,,ICD-11-WHO:9C22.Y,Other specified eyeball deformity (Eye diagnosis),Other specified eyeball deformity - ICD-11-WHO:9C22.Y,Other specified eyeball deformity,Diagnosis,N/A,,,
8dcce16f-bd22-4f39-a9b5-99c1d62ace17,,ICD-11-WHO:9C22.Z,Eyeball deformity unspecified (Eye diagnosis),Eyeball deformity unspecified - ICD-11-WHO:9C22.Z,Eyeball deformity unspecified,Diagnosis,N/A,,,
84cf870c-8ce2-464b-83e0-9433c51e9b23,,ICD-11-WHO:9C2Y,Other specified disorders of the eyeball affecting both anterior and posterior segments (Eye diagnosis),Other specified disorders of the eyeball affecting both anterior and posterior segments - ICD-11-WHO:9C2Y,Other specified disorders of the eyeball affecting both anterior and posterior segments,Diagnosis,N/A,,,
904387ac-9fcc-4a3b-8e0f-77f777e612f3,,ICD-11-WHO:9C2Z,Disorders of the eyeball affecting both anterior and posterior segments unspecified (Eye diagnosis),Disorders of the eyeball affecting both anterior and posterior segments unspecified - ICD-11-WHO:9C2Z,Disorders of the eyeball affecting both anterior and posterior segments unspecified,Diagnosis,N/A,,,
f6da65f0-d474-4ba8-8f19-a5502d1c8aa5,,ICD-11-WHO:9C40,Disorder of the optic nerve (Eye diagnosis),Disorder of the optic nerve - ICD-11-WHO:9C40,Disorder of the optic nerve,Diagnosis,N/A,,,
82f352dd-f5e4-4131-b68d-de9c040e13e3,,ICD-11-WHO:9C40.0,Infectious optic neuropathy (Eye diagnosis),Infectious optic neuropathy - ICD-11-WHO:9C40.0,Infectious optic neuropathy,Diagnosis,N/A,,,
64321ecf-8008-4dfd-a840-8966053abea5,,ICD-11-WHO:9C40.1Y,Other specified optic neuritis (Eye diagnosis),Other specified optic neuritis - ICD-11-WHO:9C40.1Y,Other specified optic neuritis,Diagnosis,N/A,,,
1e847452-42d3-4299-a414-d74fb6ac700f,,ICD-11-WHO:9C40.1Z,Optic neuritis unspecified (Eye diagnosis),Optic neuritis unspecified - ICD-11-WHO:9C40.1Z,Optic neuritis unspecified,Diagnosis,N/A,,,
6cd772b6-bafa-4dcb-82c0-a783f040a96f,,ICD-11-WHO:9C40.2,Neuroretinitis (Eye diagnosis),Neuroretinitis - ICD-11-WHO:9C40.2,Neuroretinitis,Diagnosis,N/A,,,
ea3e80b5-edff-4847-810f-483a44800e6a,,ICD-11-WHO:9C40.3,Perineuritis of optic nerve (Eye diagnosis),Perineuritis of optic nerve - ICD-11-WHO:9C40.3,Perineuritis of optic nerve,Diagnosis,N/A,,,
cdf2ff96-9364-41d7-afbf-e57a2e70e60f,,ICD-11-WHO:9C40.4Y,Other specified ischaemic optic neuropathy (Eye diagnosis),Other specified ischaemic optic neuropathy - ICD-11-WHO:9C40.4Y,Other specified ischaemic optic neuropathy,Diagnosis,N/A,,,
bde498db-a319-43a7-945e-818176d507f5,,ICD-11-WHO:9C40.4Z,Ischaemic optic neuropathy unspecified (Eye diagnosis),Ischaemic optic neuropathy unspecified - ICD-11-WHO:9C40.4Z,Ischaemic optic neuropathy unspecified,Diagnosis,N/A,,,
fe360e0f-e8d8-4d5d-82b3-9d670b851199,,ICD-11-WHO:9C40.5,Compressive optic neuropathy (Eye diagnosis),Compressive optic neuropathy - ICD-11-WHO:9C40.5,Compressive optic neuropathy,Diagnosis,N/A,,,
625a83f8-16bb-49bb-87c1-12eb76e3cf1c,,ICD-11-WHO:9C40.6,Infiltrative optic neuropathy (Eye diagnosis),Infiltrative optic neuropathy - ICD-11-WHO:9C40.6,Infiltrative optic neuropathy,Diagnosis,N/A,,,
ac53d5be-a9c6-44b5-a454-e4be4b2c119c,,ICD-11-WHO:9C40.8,Hereditary optic neuropathy (Eye diagnosis),Hereditary optic neuropathy - ICD-11-WHO:9C40.8,Hereditary optic neuropathy,Diagnosis,N/A,,,
